Field,TCH_2018,TCH_2019,TCH_2020,TCH_2021,TCH_2022,TCH_2023,Clay_2018,Clay_2019,Clay_2020,Clay_2021,Clay_2022,Clay_2023,EC_2018,EC_2019,EC_2020,EC_2021,EC_2022,EC_2023,K_2018,K_2019,K_2020,K_2021,K_2022,K_2023,OM_2018,OM_2019,OM_2020,OM_2021,OM_2022,OM_2023,P2O5_2018,P2O5_2019,P2O5_2020,P2O5_2021,P2O5_2022,P2O5_2023,Sand_2018,Sand_2019,Sand_2020,Sand_2021,Sand_2022,Sand_2023,Silt_2018,Silt_2019,Silt_2020,Silt_2021,Silt_2022,Silt_2023,pH_2018,pH_2019,pH_2020,pH_2021,pH_2022,pH_2023
315,101.62393162393164,101.62393162393164,101.62393162393164,101.62393162393164,101.62393162393164,101.62393162393164,12.0,11.0,12.0,14.0,16.0,16.0,27.0,27.0,19.0,20.0,21.0,91.0,0.256923076923077,197.5,116.0,58.119615384615386,0.239230769230769,0.771794871794872,1.70808,1.48768545,1.6047894,1.66949865,1.7342079,1.7342079,58.5109685430464,51.8763908557556,57.8686810148947,44.16899633059615,30.4693116462976,79.0504883427851,71.0,74.0,78.0,74.5,71.0,71.0,17.0,16.0,10.0,11.5,13.0,13.0,5.62,5.68,4.89,5.34,5.79,7.38
316,115.76754507628294,120.86158113730929,125.95561719833564,131.049653259362,136.14368932038835,111.92341941228852,14.36,22.88,14.0,15.0,16.0,16.0,34.0,32.0,25.0,24.5,24.0,97.0,0.376153846153846,129.0,96.0,48.14961538461539,0.299230769230769,0.499230769230769,1.5528,1.48768545,1.7600916,1.74714975,1.7342079,1.7342079,49.7494887525562,35.0,52.3573780610952,38.2991455908313,24.2409131205674,66.2314902331443,68.72,59.66,74.0,72.5,71.0,71.0,16.92,17.46,12.0,12.5,13.0,13.0,5.3,5.72,5.41,5.725,6.04,7.25
317,109.08,109.08,109.08,109.08,109.08,109.08,11.0,20.0,12.0,14.0,16.0,16.0,27.0,34.0,18.0,20.5,23.0,25.0,0.171025641025641,201.8,165.5,82.91384615384615,0.327692307692308,0.297692307692308,1.47516,1.48768545,1.7342079,1.7342079,1.7342079,1.7342079,28.1154551007941,58.6939646807685,26.8531754135185,46.45657166183345,66.0599679101484,53.4257175014069,73.0,56.0,80.0,75.5,71.0,71.0,16.0,24.0,8.0,10.5,13.0,13.0,5.82,5.54,5.55,5.925,6.3,6.09
318,79.45,79.45,79.45,79.45,79.45,79.45,20.0,20.0,18.0,17.0,16.0,16.0,43.0,43.0,22.0,24.5,27.0,28.0,193.6,193.6,125.4,62.93217948717949,0.464358974358974,0.352820512820513,1.48768545,1.48768545,1.7342079,1.7342079,1.7342079,1.7342079,270.502619833107,270.502619833107,234.965284868287,177.685501098916,120.405717329545,5.34124921235035,60.0,60.0,72.0,71.5,71.0,71.0,20.0,20.0,10.0,11.5,13.0,13.0,5.4,5.4,5.44,6.125,6.81,6.11
319,67.88,67.88,67.88,67.88,67.88,67.88,5.0,7.0,9.0,17.568,16.0,16.0,51.0,39.5,28.0,17.0,34.0,34.0,0.233846153846154,46.41692307692307,92.6,0.654871794871795,0.308933333333333,0.308933333333333,1.42,1.57710395,1.7342079,1.1129991,1.7342079,1.7342079,308.010618363523,291.7772109977665,275.54380363201,45.2056803793261,701.142,701.142,81.0,80.0,79.0,68.432,71.0,71.0,14.0,13.0,12.0,14.212,13.0,13.0,5.42,5.55,5.68,5.39,6.53,6.53
320,80.14,70.55076923076923,60.96153846153846,51.73991031390135,61.68737988468931,61.68737988468931,24.0,21.0,16.0,17.568,17.568,17.568,44.0,31.0,26.0,19.0,19.0,19.0,0.344102564102564,195.1,124.9,188.5,188.5,188.5,1.6824405,1.48768545,1.6824405,1.8377427,1.8377427,1.8377427,139.0,32.9436325678497,53.070330614182,69.6424903621311,69.6424903621311,69.6424903621311,63.0,62.0,70.0,68.432,68.432,68.432,13.0,17.0,14.0,14.212,14.212,14.212,6.23,5.45,5.65,4.99,4.99,4.99
321,81.02,81.02,81.02,81.02,81.02,81.02,17.846,16.423000000000002,15.0,17.568,16.0,16.0,37.0,33.5,30.0,76.0,22.0,22.0,0.540769230769231,104.2703846153846,208.0,0.927692307692308,0.376912820512821,0.376912820512821,1.5528,1.6564458,1.7600916,1.8377427,1.7342079,1.7342079,47.7041873963516,36.96069810531115,26.2172088142707,223.997277310926,62.802,62.802,70.0,69.5,69.0,68.432,71.0,71.0,12.0,14.0,16.0,14.212,13.0,13.0,5.38,5.895,6.41,7.27,6.09,6.09
322,43.92,43.92,43.92,43.92,43.92,43.92,11.0,11.0,11.0,17.568,16.0,16.0,31.0,31.0,31.0,99.0,43.0,29.0,163.4,163.4,163.4,0.544871794871795,0.495764102564103,0.465384615384615,1.7342079,1.7342079,1.7342079,1.8377427,1.7342079,1.7342079,38.9514218009479,38.9514218009479,38.9514218009479,21.3637573023771,51.121,29.3512957853162,64.0,64.0,64.0,68.432,71.0,71.0,25.0,25.0,25.0,14.212,13.0,13.0,5.96,5.96,5.96,5.47,6.95,5.6
323,71.14,71.14,71.14,71.14,71.14,71.14,12.0,11.0,16.0,17.568,16.0,16.0,77.0,30.0,22.0,24.0,59.0,59.0,0.302820512820513,135.5,108.8,122.6,0.424102564102564,0.424102564102564,1.4234,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,97.4475092630712,96.0422424003158,95.060014039991,51.2504762861413,65.0176565116405,65.0176565116405,73.0,80.0,74.0,68.432,71.0,71.0,13.0,9.0,10.0,14.212,13.0,13.0,6.67,6.1,5.95,6.11,6.87,6.87
324,48.43,48.43,48.43,48.43,48.43,48.43,14.0,16.0,18.016,17.568,16.0,16.0,77.0,31.0,25.0,25.0,37.0,28.0,0.278461538461538,158.6,57.9,0.355641025641026,0.543589743589744,0.418461538461538,1.294,1.48768545,1.294185,1.8377427,1.7342079,1.7342079,120.455948950185,56.142053172909,53.125536495599,75.8812010443864,121.767991369711,115.786212784298,76.0,66.0,72.74,68.432,71.0,71.0,9.0,18.0,9.244,14.212,13.0,13.0,6.67,6.0,5.76,5.97,6.22,6.16
325,51.1,51.1,51.1,51.1,51.1,51.1,17.0,17.0,10.0,17.568,16.0,16.0,32.0,32.0,28.0,24.0,24.0,24.0,72.4,72.4,71.5,244.6,0.303710256410256,0.303710256410256,1.19,1.19,1.3977198,1.8377427,1.7342079,1.7342079,166.070300989265,166.070300989265,77.158241353193,52.2734664521354,41.158,41.158,69.0,69.0,78.0,68.432,71.0,71.0,14.0,14.0,12.0,14.212,13.0,13.0,6.15,6.15,5.65,6.14,6.41,6.41
326,91.75,91.75,91.75,91.75,91.75,91.75,21.0,23.0,22.0,17.568,16.0,16.0,41.0,29.0,30.0,26.0,32.0,35.0,0.414615384615385,149.2,124.8,0.176410256410256,0.375384615384615,0.0461538461538461,1.34576,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,106.0,49.216063119563,144.030324303017,56.9109007832898,73.4793725884032,44.3629132627011,68.0,62.0,70.0,68.432,71.0,71.0,11.0,16.0,8.0,14.212,13.0,13.0,6.13,6.23,6.4,6.08,6.49,6.93
401,61.06504329004329,61.068051948051945,61.071060606060605,61.07406926406927,61.07707792207792,61.08008658008658,9.0,9.5,16.0,17.568,16.0,16.0,41.0,35.5,21.0,15.0,32.0,18.0,0.217647058823529,153.0,120.3,195.5,0.266094871794872,0.232564102564103,1.53,1.48768545,1.2424176,0.931813200000001,1.7342079,1.7342079,27.5681341719078,67.57980049982315,34.4239982362262,41.4062341473776,46.056,28.2128889998336,81.0,79.0,72.0,68.432,71.0,71.0,10.0,12.0,12.0,14.212,13.0,13.0,6.17,6.37,5.72,5.71,6.45,5.32
402,90.93,86.74246575342467,84.60273972602741,95.69105691056912,62.06504065040651,103.7940379403794,16.0,11.0,15.0,17.568,16.0,16.0,113.0,44.0,28.0,11.0,16.0,23.0,0.283631713554987,122.5,73.8,66.8,0.438205128205128,0.278974358974359,1.48,1.48768545,0.7506273,1.8377427,1.7342079,1.7342079,28.0383795309169,54.5367185919482,124.858847310742,19.6000785312654,76.032196969697,39.7794673584315,71.0,78.0,76.0,68.432,71.0,71.0,13.0,12.0,9.0,14.212,13.0,13.0,7.12,6.37,5.11,5.26,6.0,5.75
404,59.08470404984423,60.27882139148493,61.47293873312564,62.66705607476634,79.8863858961802,103.7894221351616,12.0,12.0,14.5,17.568,16.0,16.0,51.0,51.0,17.5,16.0,19.0,24.0,150.4,150.4,106.0,397.4,0.246410256410256,0.236666666666667,1.48768545,1.48768545,1.54008015,1.8377427,1.7342079,1.7342079,87.8525980911983,87.8525980911983,72.47956902245585,18.3736939001236,58.1471512957317,65.8300743329451,70.0,70.0,74.5,68.432,71.0,71.0,18.0,18.0,11.0,14.212,13.0,13.0,6.63,6.63,5.535,5.6,6.05,7.23
405,97.39,97.39,97.39,97.39,97.39,97.39,16.0,20.0,12.0,17.568,16.0,16.0,27.0,28.0,20.0,116.0,22.0,22.0,0.322051282051282,202.0,71.1,472.7,0.451441025641026,0.451441025641026,1.5528,1.48768545,1.1647665,1.8377427,1.7342079,1.7342079,65.0990099009901,45.4207661712372,37.2926647559117,67.7474624360614,14.225,14.225,72.0,76.0,76.0,68.432,71.0,71.0,12.0,4.0,12.0,14.212,13.0,13.0,5.5,6.07,6.14,5.05,6.4,6.4
406,93.57,71.51384615384615,71.51384615384615,71.51384615384615,71.51384615384615,71.51384615384615,13.0,21.0,13.0,17.568,16.0,16.0,51.0,30.0,86.0,45.0,46.0,25.0,0.380051150895141,152.6,88.0,333.6,0.408835897435897,0.306153846153846,1.5,1.81,1.7342079,1.4753709,1.7342079,1.7342079,30.8422174840085,44.3315353496436,98.4030178589072,15.1054651409173,89.766,70.9293974661167,77.0,67.0,81.0,68.432,71.0,71.0,11.0,12.0,6.0,14.212,13.0,13.0,6.48,5.89,5.65,6.38,6.99,6.13
407,71.19205298013246,71.19205298013246,71.19205298013246,71.19205298013246,71.19205298013246,71.19205298013246,11.0,11.0,17.0,16.5,16.0,16.0,21.0,21.0,31.0,25.0,19.0,15.0,192.8,192.8,310.7,155.38413167683908,0.0682633536781589,0.166410256410256,1.48768545,1.48768545,1.7342079,1.7342079,1.7342079,1.7342079,81.7656928543229,81.7656928543229,66.7216555517929,42.5568432513272,18.3920309508615,46.8318370165746,76.0,76.0,71.0,71.0,71.0,71.0,13.0,13.0,12.0,12.5,13.0,13.0,5.88,5.88,5.55,5.949999999999999,6.35,5.95
408,61.9,61.9,61.9,61.9,61.9,61.9,14.0,13.0,17.0,17.568,16.0,16.0,42.0,38.0,43.0,21.0,22.0,22.0,0.266666666666667,347.6,226.4,0.467692307692308,0.289428205128205,0.289428205128205,1.5528,1.48768545,2.4848352,1.8377427,1.7342079,1.7342079,34.1026970954357,74.8103666245259,66.2273045456357,17.1509324205841,29.325,29.325,76.0,76.0,71.0,68.432,71.0,71.0,10.0,11.0,12.0,14.212,13.0,13.0,6.43,5.72,6.21,5.73,6.43,6.43
409,65.83,53.96090163934426,42.09180327868852,41.19933554817276,39.08305647840532,39.08305647840532,5.0,13.0,12.0,17.568,16.0,16.0,54.0,45.0,60.8,35.0,65.0,65.0,0.328717948717949,181.1,140.7,0.442051282051282,0.116692307692308,0.116692307692308,1.92,1.48768545,2.3036493,1.8377427,1.7342079,1.7342079,106.777014366021,117.508312551953,51.5633189634742,47.339839974224,19.012,19.012,77.0,73.0,72.0,68.432,71.0,71.0,18.0,14.0,16.0,14.212,13.0,13.0,6.16,6.68,6.51,6.47,6.97,6.97
410,61.23,49.19436507936508,37.15873015873016,34.72705882352941,33.99294117647059,33.99294117647059,5.0,9.0,12.0,17.568,17.568,17.568,42.0,28.0,30.8,30.0,30.0,30.0,0.318205128205128,243.3,143.5,2.29538461538462,2.29538461538462,2.29538461538462,2.12,1.48768545,1.5271383,1.8377427,1.8377427,1.8377427,45.1748906933167,46.4567747298421,22.47631852254,55.5332738159167,55.5332738159167,55.5332738159167,77.0,83.0,74.0,68.432,68.432,68.432,18.0,8.0,14.0,14.212,14.212,14.212,5.64,6.0,5.98,4.81,4.81,4.81
411,63.36,79.98265486725664,96.60530973451328,85.95664467483506,69.90009425070689,89.70782280867107,16.0,17.0,21.0,17.568,16.0,16.0,50.0,26.0,122.0,17.0,14.0,12.0,0.286923076923077,107.7,437.0,0.541025641025641,0.147179487179487,0.318823076923077,1.4236035,1.6047894,1.7342079,1.8377427,1.7342079,1.7342079,29.0,20.3757505326361,55.8303712480253,22.7505723194062,26.0995766335956,52.344,71.0,64.0,64.0,68.432,71.0,71.0,13.0,19.0,15.0,14.212,13.0,13.0,6.35,5.91,7.39,5.6,5.34,5.23
412,107.99,72.9060606060606,72.9060606060606,72.9060606060606,72.9060606060606,72.9060606060606,7.0,14.0,11.0,17.568,16.0,16.0,60.0,46.5,63.0,82.0,20.0,33.0,0.458056265984655,134.85,39.3,734.9,1.84666666666667,0.341794871794872,1.35,1.448842725,1.7342079,2.0965797,1.7342079,1.7342079,19.6268656716418,82.6687650347158,88.7013118728178,17.9377398548393,72.1759471330028,58.9413302887449,82.0,69.5,81.0,68.432,71.0,71.0,11.0,16.5,8.0,14.212,13.0,13.0,6.65,6.275,6.18,7.47,5.71,6.59
413,46.86,46.86,46.86,46.86,46.86,46.86,9.0,9.0,11.5,17.568,16.0,16.0,25.0,30.0,28.85,28.0,34.0,34.0,0.262051282051282,78.8,159.8,160.3,0.255651282051282,0.255651282051282,1.5528,1.48768545,1.0238599,1.8377427,1.7342079,1.7342079,20.7658902487169,35.5257689110557,36.5962953548169,26.1956854752771,41.223,41.223,84.0,85.0,76.5,68.432,71.0,71.0,7.0,6.0,12.0,14.212,13.0,13.0,5.82,6.09,5.59,5.59,6.5,6.5
414,85.06,82.85142857142857,39.755102040816325,54.88108108108108,55.741441441441445,55.741441441441445,15.0,11.0,12.0,17.568,17.568,17.568,142.0,128.0,40.7,19.0,19.0,19.0,0.261125319693095,242.3,84.2,0.342051282051282,0.342051282051282,0.342051282051282,1.11,1.48768545,0.8282784,1.8377427,1.8377427,1.8377427,283.0,68.4755973044722,15.8656366041459,106.335781007621,106.335781007621,106.335781007621,80.0,75.0,84.0,68.432,68.432,68.432,6.0,14.0,4.0,14.212,14.212,14.212,7.49,7.25,6.09,5.3,5.3,5.3
415,70.0,70.0,70.0,70.0,70.0,70.0,9.0,11.278666666666666,13.557333333333332,15.836,16.0,16.0,41.0,34.333333333333336,27.666666666666664,21.0,39.0,17.0,0.275128205128205,0.3785470085470083,0.4819658119658117,0.585384615384615,0.32025641025641,0.183333333333333,1.19048,1.4062342333333333,1.6219884666666666,1.8377427,1.7342079,1.7342079,40.5780703558939,42.89260314650814,45.207135937122366,47.5216687277366,100.784044875842,30.3801881611654,79.0,79.20133333333334,79.40266666666666,79.604,71.0,71.0,12.0,9.52,7.04,4.56,13.0,13.0,6.34,6.1033333333333335,5.866666666666666,5.63,7.08,5.64
416,93.89,93.89,93.89,93.89,93.89,93.89,11.0,12.0,13.0,21.836,16.0,16.0,33.0,35.5,38.0,28.0,15.0,30.0,0.29,72.44500000000001,144.6,0.75948717948718,0.1624358974358974,0.193333333333333,1.21636,1.38318,1.55,1.8377427,1.7342079,1.7342079,32.4624562847151,54.39568842748995,76.3289205702648,122.775147245909,5.26416638011525,45.8361496866167,79.0,78.0,77.0,68.432,71.0,71.0,10.0,10.0,10.0,9.732,13.0,13.0,5.99,6.08,6.17,5.71,5.77,6.45
417,64.32748538011695,64.32748538011695,64.32748538011695,64.32748538011695,64.32748538011695,64.32748538011695,20.923,13.0,11.0,17.568,16.0,16.0,46.0,32.0,20.0,18.0,26.0,26.0,0.2587179487179485,135.5,145.3,118.2,0.360651282051282,0.360651282051282,1.25535945,1.48768545,0.9835806,1.8377427,1.7342079,1.7342079,29.82168186423505,93.463278052983,202.628129089621,55.7631899217157,26.264,26.264,68.5,75.0,77.0,68.432,71.0,71.0,10.5,13.0,12.0,14.212,13.0,13.0,6.44,6.15,5.77,5.9,7.36,7.36
418,63.71794871794872,63.71794871794872,63.71794871794872,63.71794871794872,63.71794871794872,63.71794871794872,17.846,18.0,12.0,17.568,16.0,16.0,32.0,35.0,37.0,40.0,39.0,24.0,0.292307692307692,123.8,361.3,218.4,0.25915641025641,0.196923076923077,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,47.7041873963516,64.0512494705633,56.5225369363682,22.3052759686863,59.186,45.1208262763126,70.0,86.0,76.0,68.432,71.0,71.0,12.0,-4.0,12.0,14.212,13.0,13.0,5.87,6.35,5.69,6.35,6.39,5.73
419,77.82,78.32781954887217,78.32781954887217,78.32781954887217,78.32781954887217,78.32781954887217,11.0,14.0,13.544,17.568,16.0,16.0,30.0,65.0,38.0,19.0,42.0,53.0,0.282608695652174,152.7,106.7,169.3,0.303076923076923,0.278974358974359,1.5528,1.48768545,1.0094643,1.8377427,1.7342079,1.7342079,31.640625,75.7805951383068,53.678961785568,42.5931948869251,62.2704315886134,37.9425130050811,82.0,73.0,72.78,68.432,71.0,71.0,7.0,13.0,13.676,14.212,13.0,13.0,5.91,6.43,5.46,5.98,6.66,6.39
420,89.83333333333333,89.83333333333333,89.83333333333333,89.83333333333333,89.83333333333333,89.83333333333333,17.846,12.0,12.0,17.568,16.0,16.0,39.0,33.0,47.0,17.0,24.0,26.0,0.387692307692308,74.6,602.4,123.4,0.256617948717949,0.251794871794872,1.294185,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,30.6433637284701,72.4057602710716,49.4572198193222,31.9448961651938,36.219,54.9453078962876,70.0,76.0,76.0,68.432,71.0,71.0,12.0,12.0,12.0,14.212,13.0,13.0,6.31,6.28,5.99,6.15,6.41,6.45
421,86.40876068376069,121.36752136752138,93.16239316239316,90.5090595340811,81.29249352890423,83.39948231233822,21.0,21.0,12.0,13.568,16.0,16.0,36.0,36.0,14.0,17.0,29.5,60.0,134.6,134.6,69.8,0.644358974358974,0.3876923076923075,0.237692307692308,1.294185,1.294185,1.2165339,1.3718361,1.7342079,1.7342079,34.816700610998,34.816700610998,21.7850486643197,62.5284267107711,37.88547916817895,31.435425551641,69.0,69.0,78.0,75.48,71.0,71.0,10.0,10.0,9.0,10.952,13.0,13.0,6.22,6.22,5.66,5.44,6.199999999999999,6.9
422,75.34,87.23389830508474,87.23389830508474,87.23389830508474,87.23389830508474,87.23389830508474,12.0,10.0,16.0,17.568,16.0,16.0,77.0,34.0,31.0,21.0,50.0,50.0,0.213846153846154,121.2,1009.9,102.7,0.280028205128205,0.280028205128205,1.294,1.48768545,1.294185,1.8377427,1.7342079,1.7342079,16.2412515438452,83.8296860133207,69.7468698966932,14.3952073807969,60.876,60.876,82.0,85.0,75.0,68.432,71.0,71.0,6.0,5.0,9.0,14.212,13.0,13.0,6.67,6.2,6.44,5.59,6.4,6.4
423,46.3,46.3,46.3,46.3,46.3,46.3,17.846,11.0,18.0,17.568,16.0,16.0,69.0,24.0,177.0,17.0,13.0,11.0,0.251282051282051,85.2,157.7,0.230769230769231,0.0865584136490328,0.2,1.89,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,48.7966497031382,11.9714748128667,27.7364564831261,83.5128694547467,24.883335992342,56.0,70.0,78.0,72.0,68.432,71.0,71.0,12.0,12.0,10.0,14.212,13.0,13.0,6.79,6.07,6.98,6.14,5.63,4.92
424,113.27,98.44935064935063,84.37922077922079,72.52899022801303,71.41954397394137,75.57654723127035,14.0,11.0,10.0,11.568,16.0,16.0,46.0,20.0,38.0,35.0,76.5,26.0,0.306393861892583,102.8,120.3,0.341538461538462,0.4282051282051284,0.444615384615385,0.83,1.1129991,1.1388828,1.8636264,1.7342079,1.7342079,43.0,45.156087408949,16.3387864982398,267.596511727474,61.6806806517695,36.4605736143542,72.0,75.0,78.0,76.22,71.0,71.0,14.0,14.0,11.0,12.212,13.0,13.0,6.13,6.13,6.41,6.33,6.984999999999999,6.08
425,46.95,46.95,46.95,46.95,46.95,46.95,17.846,12.0,16.0,17.568,16.0,16.0,42.0,40.0,82.0,28.0,23.0,23.0,0.353333333333333,125.1,165.7,66.2,0.570769230769231,0.570769230769231,1.5,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,29.2779898218829,110.001058873359,51.850916749086,22.5858444441641,41.1128812782928,41.1128812782928,70.0,80.0,78.0,68.432,71.0,71.0,12.0,8.0,6.0,14.212,13.0,13.0,5.72,5.73,6.89,6.06,6.27,6.27
426,79.46,95.14704225352112,110.83408450704223,126.52112676056338,104.63098591549296,104.63098591549296,15.0,17.0,19.0,17.568,16.0,16.0,42.0,47.0,52.0,21.0,19.0,23.0,0.415641025641026,93.6578205128205,186.9,0.223589743589744,0.0275258292016428,0.225128205128205,2.59,1.685,0.78,1.8377427,1.7342079,1.7342079,57.0,55.95162932790225,54.9032586558045,66.1576172484177,6.49130504148053,48.8690710167715,68.0,69.5,71.0,68.432,71.0,71.0,17.0,13.5,10.0,14.212,13.0,13.0,6.08,5.605,5.13,6.06,6.38,5.59
427,87.42,96.28380952380952,70.74476190476192,70.74476190476192,70.74476190476192,70.74476190476192,16.0,17.0,18.0,17.568,16.0,16.0,44.0,24.0,33.5,56.0,22.0,16.0,0.268030690537084,155.6,88.9,0.41025641025641,0.165102564102564,0.348717948717949,2.38,1.5,1.7342079,1.8377427,1.7342079,1.7342079,46.2633262260128,30.3987670968985,80.41831136103305,44.6696743595157,26.7967855780237,34.064549967496,75.0,73.0,71.0,68.432,71.0,71.0,9.0,10.0,11.0,14.212,13.0,13.0,5.78,5.89,5.885,7.58,6.2,5.66
428,68.75,68.75,68.75,68.75,68.75,68.75,21.0,16.0,11.0,17.568,16.0,16.0,29.0,79.0,129.0,23.0,55.0,55.0,0.514615384615385,77.55730769230769,154.6,0.276410256410256,0.538974358974359,0.538974358974359,1.81,1.425,1.04,1.8377427,1.7342079,1.7342079,61.0,70.00356415478615,79.0071283095723,41.9308841715323,17.9842202970297,17.9842202970297,64.0,70.5,77.0,68.432,71.0,71.0,15.0,13.5,12.0,14.212,13.0,13.0,5.37,6.18,6.99,5.6,6.98,6.98
429,87.9,87.9,87.9,87.9,87.9,87.9,16.284,14.0,13.0,17.568,16.0,16.0,49.0,15.0,21.0,29.0,29.0,29.0,0.388717948717949,92.7,97.2,98.6,0.291964102564103,0.291964102564103,1.035348,1.48768545,1.4753709,1.8377427,1.7342079,1.7342079,24.3468422135363,57.8688181056161,125.591198376991,27.6830911169171,48.435,48.435,70.616,77.0,75.0,68.432,71.0,71.0,13.1,9.0,12.0,14.212,13.0,13.0,5.79,5.73,6.09,6.05,6.58,6.58
430,82.63157894736842,82.63157894736842,82.63157894736842,82.63157894736842,82.63157894736842,82.63157894736842,16.0,9.0,13.0,17.568,16.0,16.0,50.0,20.0,31.0,24.0,39.0,39.0,0.321282051282051,92.1,169.6,151.5,0.242335897435897,0.242335897435897,1.16,1.48768545,1.9412775,1.8377427,1.7342079,1.7342079,79.8698481561822,40.9912718204489,23.1025480973148,100.766451665578,35.096,35.096,77.0,83.0,83.0,68.432,71.0,71.0,7.0,8.0,4.0,14.212,13.0,13.0,5.6,6.16,6.14,5.45,7.0,7.0
431,68.03,68.03,68.03,68.03,68.03,68.03,23.0,23.0,11.0,17.568,16.0,16.0,30.0,30.0,33.0,20.0,45.0,12.0,95.7,95.7,78.3,1.1348717948718,0.269230769230769,0.234358974358974,1.9671612,1.9671612,1.294185,1.8377427,1.7342079,1.7342079,29.2901413906644,29.2901413906644,95.2098635886674,15.0506901688177,14.499764796442,20.0346440630276,64.0,64.0,79.0,68.432,71.0,71.0,13.0,13.0,10.0,14.212,13.0,13.0,5.99,5.99,6.5,5.61,6.41,5.54
432,64.71,82.9910028653295,101.272005730659,119.55300859598852,85.95988538681948,105.01432664756446,15.0,13.0,11.0,17.568,16.0,16.0,24.0,27.0,30.0,20.0,11.0,22.0,0.30948717948718,35.90474358974359,71.5,0.313589743589744,0.244871794871795,0.218205128205128,2.07,1.58,1.09,1.8377427,1.7342079,1.7342079,76.0,60.09521384928715,44.1904276985743,16.0764185767285,58.5465350523771,16.2185213843557,70.0,74.5,79.0,68.432,71.0,71.0,15.0,12.5,10.0,14.212,13.0,13.0,5.57,5.825,6.08,5.55,5.81,5.65
433,70.81,70.81,70.81,70.81,70.81,70.81,17.846,14.923,12.0,14.0,16.0,16.0,40.0,34.0,28.0,21.0,14.0,18.0,0.400769230769231,44.90038461538462,89.4,44.711933854771765,0.0238677095435231,0.270769230769231,1.26812,1.4364547,1.6047894,1.66949865,1.7342079,1.7342079,33.0,42.370487515597446,51.7409750311949,29.116140036337715,6.49130504148053,35.0229828237516,70.0,76.0,82.0,76.5,71.0,71.0,12.0,9.5,7.0,10.0,13.0,13.0,5.95,5.970000000000001,5.99,6.005,6.02,5.74
434,93.03,103.14117647058823,55.21764705882353,66.23054755043228,54.01729106628242,54.01729106628242,15.0,20.0,19.0,17.568,16.0,16.0,77.0,22.0,67.0,19.0,19.0,19.0,0.248461538461538,124.0,210.0,117.4,0.115746153846154,0.115746153846154,0.95756,1.48768545,1.6306731,1.8377427,1.7342079,1.7342079,20.3015644298065,66.066568976345,27.7230577167777,28.9968587592922,19.538,19.538,79.0,76.0,63.0,68.432,71.0,71.0,6.0,4.0,18.0,14.212,13.0,13.0,6.67,5.73,6.53,5.67,5.9,5.9
435,71.51,87.35348837209301,87.35348837209301,87.35348837209301,87.35348837209301,87.35348837209301,16.0,19.0,20.016,17.568,16.0,16.0,146.0,33.0,35.0,85.0,55.0,36.0,0.380562659846547,156.1,94.4,174.3,0.322051282051282,0.39025641025641,1.5528,1.4,1.4494872,1.8377427,1.7342079,1.7342079,16.0,56.9976883066847,20.9706065114206,97.6706886269727,50.4812419237036,60.2224321151183,72.0,71.0,70.74,68.432,71.0,71.0,12.0,10.0,9.244,14.212,13.0,13.0,7.09,5.73,5.83,7.27,7.21,6.78
436,57.49,78.93315753887762,100.37631507775524,121.81947261663288,99.83772819472615,118.65111561866128,17.846,16.423000000000002,15.0,17.568,16.0,16.0,24.0,26.0,28.0,18.0,55.0,14.0,0.354871794871795,82.4274358974359,164.5,0.227179487179487,0.384102564102564,0.554358974358974,1.5528,1.4214,1.29,1.8377427,1.7342079,1.7342079,43.6152570480929,42.56373850367985,41.5122199592668,77.3391863608263,17.8197264328391,68.3679899180845,70.0,73.5,77.0,68.432,71.0,71.0,12.0,10.0,8.0,14.212,13.0,13.0,5.7,5.57,5.44,4.97,5.39,5.0
437,75.09,95.5211267605634,95.5211267605634,95.5211267605634,95.5211267605634,95.5211267605634,14.284,14.0,20.0,17.568,17.568,17.568,41.0,98.0,22.0,28.0,28.0,28.0,0.388205128205128,131.0,84.4,117.0,117.0,117.0,1.294185,1.48768545,1.4236035,1.8377427,1.8377427,1.8377427,16.2312281423575,41.2892483349191,26.8257191910358,21.039149248857,21.039149248857,21.039149248857,76.616,73.0,71.0,68.432,68.432,68.432,9.1,13.0,9.0,14.212,14.212,14.212,5.48,7.34,5.98,6.64,6.64,6.64
438,59.28,98.55382978723404,137.82765957446807,106.28601252609604,85.64300626304802,98.4384133611691,15.0,15.0,13.0,7.836,16.0,16.0,25.0,25.0,126.0,22.0,28.0,12.0,82.9,82.9,309.4,0.186410256410256,0.388205128205128,0.168974358974359,1.6306731,1.6306731,1.7342079,1.8377427,1.7342079,1.7342079,29.2901413906644,29.2901413906644,28.910175879397,35.1054121136743,31.9980053191489,15.737931834759,70.0,70.0,80.0,80.344,71.0,71.0,15.0,15.0,7.0,11.82,13.0,13.0,5.86,5.86,6.82,5.75,6.16,5.4
