Field,TCH_2018,TCH_2019,TCH_2020,TCH_2021,TCH_2022,TCH_2023,Clay_2018,Clay_2019,Clay_2020,Clay_2021,Clay_2022,Clay_2023,EC_2018,EC_2019,EC_2020,EC_2021,EC_2022,EC_2023,K_2018,K_2019,K_2020,K_2021,K_2022,K_2023,OM_2018,OM_2019,OM_2020,OM_2021,OM_2022,OM_2023,P2O5_2018,P2O5_2019,P2O5_2020,P2O5_2021,P2O5_2022,P2O5_2023,Sand_2018,Sand_2019,Sand_2020,Sand_2021,Sand_2022,Sand_2023,Silt_2018,Silt_2019,Silt_2020,Silt_2021,Silt_2022,Silt_2023,pH_2018,pH_2019,pH_2020,pH_2021,pH_2022,pH_2023
101,63.62,63.62,63.62,63.62,63.62,63.62,14.0,29.0,14.0,17.568,16.0,16.0,41.0,126.0,80.0,40.0,33.0,33.0,0.171282051282051,214.1,109.8,134.0,0.344102564102564,0.344102564102564,1.75984,3.31,1.7342079,1.8377427,1.7342079,1.7342079,224.518832781457,200.125216721248,32.6572072014848,80.2669882708965,9.13619583962061,9.13619583962061,71.0,49.0,75.0,68.432,71.0,71.0,15.0,22.0,11.0,14.212,13.0,13.0,6.59,6.91,6.64,6.31,6.62,6.62
102,115.5531067961165,145.826213592233,113.35922330097084,96.2479809976247,93.1125890736342,87.13919239904988,19.0,21.0,19.0,17.568,16.0,16.0,73.0,113.0,33.0,77.0,60.0,47.0,0.253964194373402,128.8,101.0,0.249487179487179,0.395384615384615,0.3,1.76,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,28.0,92.6434551766388,19.9484223300971,91.3161477513371,26.4019916142558,43.0,70.0,61.0,70.0,68.432,71.0,71.0,12.0,18.0,11.0,14.212,13.0,13.0,6.94,7.13,5.97,6.32,7.0,6.36
103,67.52,67.52,67.52,67.52,67.52,67.52,19.0,17.0,19.0,17.5,16.0,16.0,73.0,48.0,93.0,79.5,66.0,66.0,0.253964194373402,136.4,144.7,72.5468205128205,0.393641025641026,0.393641025641026,1.76,1.48768545,1.7342079,1.7342079,1.7342079,1.7342079,28.0,288.584089470352,257.816944331573,206.988761177614,156.160578023655,156.160578023655,70.0,60.0,71.0,71.0,71.0,71.0,12.0,23.0,10.0,11.5,13.0,13.0,6.94,6.94,6.88,6.84,6.8,6.8
104,61.68,81.63030303030303,65.41212121212122,65.41212121212122,65.41212121212122,65.41212121212122,13.0,17.0,19.0,17.5,16.0,16.0,28.0,108.0,47.0,42.5,38.0,43.0,0.498461538461538,151.7,188.0,94.09307692307692,0.186153846153846,0.356410256410256,1.5528,1.48768545,2.0189286,1.87656825,1.7342079,1.7342079,56.0255629945222,74.0731257681278,18.5099093715035,27.37966068130425,36.249411991105,20.5045053217223,68.0,69.0,62.0,66.5,71.0,71.0,19.0,14.0,19.0,16.0,13.0,13.0,5.62,7.33,6.31,6.615,6.92,6.63
105,111.01985282845315,116.43982829986204,121.85980377127088,127.27977924267977,132.6997547140886,138.11973018549747,28.0,17.0,25.0,22.0,19.0,16.0,103.0,82.0,141.0,111.33333333333331,81.66666666666666,52.0,0.569230769230769,250.9,158.5,105.77786324786324,53.0557264957265,0.333589743589744,2.28,1.48768545,2.5624863,2.2863935,2.0103007,1.7342079,139.457267623207,193.936911102007,70.8478141650986,56.88529363594377,42.92277310678894,28.9602525776341,57.0,69.0,63.0,65.66666666666667,68.33333333333333,71.0,15.0,14.0,12.0,12.333333333333334,12.666666666666666,13.0,6.12,6.99,7.33,6.966666666666667,6.6033333333333335,6.24
106,60.41,60.41,60.41,60.41,60.41,60.41,22.0,24.0,20.0,17.568,16.0,16.0,70.0,52.0,41.0,41.0,67.0,67.0,0.24,261.8,115.3,123.4,0.583774358974359,0.583774358974359,1.4,1.48768545,2.329533,2.0965797,1.7342079,1.7342079,77.4157531465692,46.797153024911,38.897292827002,44.5913290817913,25.645,25.645,66.0,62.0,67.0,68.432,71.0,71.0,12.0,14.0,13.0,14.212,13.0,13.0,6.42,6.46,6.44,6.29,6.39,6.39
107,72.21,97.75315315315316,99.36756756756758,73.11392405063292,72.74586173320351,72.74586173320351,23.0,16.0,22.664,17.568,16.0,16.0,157.0,94.0,88.0,114.0,71.0,71.0,0.478717948717949,223.6,161.6,203.0,0.670920512820513,0.670920512820513,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,245.78141499472,231.475272422464,183.322499770183,53.2629884039758,25.017,25.017,65.0,67.0,69.552,68.432,71.0,71.0,12.0,17.0,7.784,14.212,13.0,13.0,6.91,7.23,6.62,7.13,6.83,6.83
108,95.06,106.69230769230768,112.24615384615385,72.85950413223141,77.81818181818181,77.81818181818181,19.0,16.0,18.0,17.568,16.0,16.0,89.0,108.0,112.0,55.0,51.0,51.0,0.261538461538462,181.5,123.4,128.9,0.211984615384615,0.211984615384615,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,274.941921858501,293.477577535625,194.960850619438,254.684438275637,395.093,395.093,71.0,67.0,70.0,68.432,71.0,71.0,10.0,17.0,12.0,14.212,13.0,13.0,7.18,7.37,7.47,7.48,6.98,6.98
109,70.67,102.37826086956522,86.375,40.609096142774895,88.66033390903857,136.71157167530222,20.284,17.0,17.0,17.568,17.568,17.568,247.0,64.0,41.0,42.0,42.0,42.0,0.617179487179487,179.4,130.2,150.7,150.7,150.7,1.3459524,1.48768545,2.2001145,1.8377427,1.8377427,1.8377427,86.5665500925736,300.21537798837,160.177666808049,31.615482470162,31.615482470162,31.615482470162,66.616,75.0,75.0,68.432,68.432,68.432,13.1,9.0,8.0,14.212,14.212,14.212,6.78,6.55,6.75,5.82,5.82,5.82
110,68.58,106.20472392638035,143.82944785276072,107.47783251231527,98.38546798029556,96.20320197044336,10.0,12.5,15.0,14.0,16.0,16.0,106.0,71.0,36.0,26.0,16.0,51.0,0.490769230769231,31.245384615384616,62.0,0.283589743589744,0.227179487179487,0.250769230769231,2.41,1.96856915,1.5271383,1.8377427,1.7342079,1.7342079,136.832224844454,87.0441292113141,37.2560335781742,62.1762902329699,20.8932422717469,57.2418401800788,70.0,73.5,77.0,68.0,71.0,71.0,20.0,14.0,8.0,18.0,13.0,13.0,6.35,6.42,6.49,5.79,5.91,6.26
111,68.33,68.33,68.33,68.33,68.33,68.33,16.0,23.024,20.0,17.568,16.0,16.0,55.0,36.0,98.0,27.0,39.0,32.0,0.261892583120205,161.3,176.1,67.6,0.342207692307692,0.410769230769231,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,187.605884975479,58.0,25.8536223678422,69.9887748972441,24.131,36.0683470244075,70.0,58.416,69.0,68.432,71.0,71.0,14.0,18.56,11.0,14.212,13.0,13.0,6.45,6.15,6.55,6.14,6.89,6.26
112,92.19858156028369,92.19858156028369,92.19858156028369,92.19858156028369,92.19858156028369,92.19858156028369,21.692,15.0,20.0,17.568,17.568,17.568,92.0,127.0,127.0,58.0,58.0,58.0,0.505897435897436,143.3,164.9,129.4,129.4,129.4,1.5528,1.48768545,1.7342079,1.8377427,1.8377427,1.8377427,115.487467929741,145.21472392638,161.054615729101,146.793634574629,146.793634574629,146.793634574629,74.344,71.0,68.0,68.432,68.432,68.432,3.964,14.0,12.0,14.212,14.212,14.212,6.5,6.72,7.16,7.23,7.23,7.23
113,107.15,107.15,107.15,107.15,107.15,107.15,17.846,14.0,20.0,17.568,16.0,16.0,100.0,65.0,91.0,37.0,32.0,32.0,0.421282051282051,136.9,149.0,149.0,0.176258974358974,0.176258974358974,1.4753709,1.48768545,2.7954396,1.8377427,1.7342079,1.7342079,161.210739614995,234.623099662162,225.873918492613,39.2764058550969,15.223,15.223,70.0,74.0,64.0,68.432,71.0,71.0,12.0,12.0,16.0,14.212,13.0,13.0,6.86,6.69,6.73,6.35,6.42,6.42
114,74.68,74.68,74.68,74.68,74.68,74.68,19.0,19.0,16.0,17.568,16.0,16.0,70.0,121.0,82.3,96.0,26.0,81.0,0.43,312.6,159.6,94.9,0.392051282051282,0.436923076923077,1.5528,1.48768545,2.2518819,1.8377427,1.7342079,1.7342079,90.8111729540301,78.241127348643,34.3755459756494,28.9284190735006,6.09386232925953,24.6054063860668,69.0,66.0,58.0,68.432,71.0,71.0,12.0,15.0,26.0,14.212,13.0,13.0,6.71,6.55,6.79,7.29,6.26,7.05
115,88.30985915492958,88.30985915492958,88.30985915492958,88.30985915492958,88.30985915492958,88.30985915492958,21.0,13.0,20.0,18.0,16.0,16.0,29.0,43.0,41.0,37.0,33.0,31.0,0.273913043478261,123.5,143.9,72.07538461538462,0.250769230769231,0.355641025641026,1.5528,1.48768545,1.7342079,1.7342079,1.7342079,1.7342079,37.3934659090909,56.0,48.1738454706927,33.7459540115848,19.3180625524769,60.2224321151183,71.0,73.0,70.0,70.5,71.0,71.0,7.0,14.0,10.0,11.5,13.0,13.0,5.74,6.37,5.75,6.165,6.58,6.33
116,81.28,101.37333333333332,86.19238095238094,51.77570093457944,51.77570093457944,51.77570093457944,17.846,20.0,21.0,18.5,16.0,16.0,67.0,51.0,54.0,44.0,34.0,55.0,0.569230769230769,126.0,126.8,63.63589743589744,0.471794871794872,0.0787179487179487,2.38,1.48768545,2.4589515,2.0965797,1.7342079,1.7342079,61.9164496092968,58.5390530149737,35.4239070825493,22.8413510272467,10.2587949719441,37.8707796145009,70.0,67.0,65.0,68.0,71.0,71.0,12.0,13.0,14.0,13.5,13.0,13.0,5.67,6.5,6.26,6.59,6.92,6.71
117,83.43,98.47636363636364,89.37818181818182,68.53839037927844,69.11748381128584,69.11748381128584,22.0,18.0,22.664,17.568,16.0,16.0,351.0,56.0,150.0,22.0,89.0,52.0,0.916410256410256,120.5,150.8,109.7,0.335346153846154,0.416410256410256,1.4234,1.48768545,1.7342079,2.7954396,1.7342079,1.7342079,66.0,94.4607446377985,84.8208581026218,30.2228345433758,19.05,20.9886747326956,63.0,69.0,65.552,68.432,71.0,71.0,15.0,13.0,11.784,14.212,13.0,13.0,7.54,6.29,7.34,5.9,5.73,7.45
118,63.63636363636364,63.63636363636364,63.63636363636364,63.63636363636364,63.63636363636364,63.63636363636364,9.0,16.0,10.0,17.568,16.0,16.0,42.0,117.0,76.0,28.0,36.0,36.0,0.119948849104859,208.0,109.9,164.6,0.248569230769231,0.248569230769231,1.00932,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,13.938944244223,111.0,155.121734207053,78.4003141250617,71.965,71.965,80.0,66.756,79.0,68.432,71.0,71.0,11.0,17.244,11.0,14.212,13.0,13.0,6.24,6.94,6.26,6.42,6.42,6.42
119,78.72727272727273,78.72727272727273,78.72727272727273,78.72727272727273,78.72727272727273,78.72727272727273,17.0,15.0,21.0,17.568,16.0,16.0,37.0,48.0,65.0,33.0,30.0,34.0,0.305128205128205,123.5,189.4,137.5,0.219602564102564,1.50846153846154,1.5528,1.48768545,2.7436722,1.8377427,1.7342079,1.7342079,62.3479694908266,38.2349773853112,27.1162814677594,53.5711464324085,37.878,34.5525866203093,71.0,75.0,65.0,68.432,71.0,71.0,12.0,9.0,14.0,14.212,13.0,13.0,6.25,6.23,6.87,6.0,6.4,5.82
120,78.95833333333333,78.95833333333333,78.95833333333333,78.95833333333333,78.95833333333333,78.95833333333333,21.0,21.0,20.0,17.568,16.0,16.0,56.0,79.0,95.0,37.0,29.0,29.0,0.321538461538462,167.7,132.0,150.0,0.201848717948718,0.201848717948718,1.5528,1.48768545,2.4071841,1.8377427,1.7342079,1.7342079,51.9512430140682,94.7129436325678,94.6659951496219,56.0045689471441,18.115,18.115,66.0,66.0,66.0,68.432,71.0,71.0,12.0,13.0,14.0,14.212,13.0,13.0,6.03,6.48,6.47,6.37,6.4,6.4
121,98.38,98.38,98.38,98.38,98.38,98.38,19.0,17.0,15.0,15.5,16.0,16.0,67.0,23.0,36.0,75.5,115.0,50.0,0.252173913043478,95.4,111.6,55.89128205128205,0.182564102564103,0.404871794871795,1.5528,1.48768545,1.7342079,1.7342079,1.7342079,1.7342079,72.0045093407773,56.0,27.9277912621359,22.00348291627215,16.0791745704084,55.1179628678987,77.0,67.0,72.0,71.5,71.0,71.0,5.0,16.0,13.0,13.0,13.0,13.0,6.02,6.06,6.07,6.785,7.5,6.68
122,61.46,61.46,61.46,61.46,61.46,61.46,14.0,16.5,19.0,15.836,16.0,16.0,59.0,82.5,106.0,27.0,48.0,30.0,0.442564102564103,35.421282051282056,70.4,0.256410256410256,0.446410256410256,0.264615384615385,1.99,1.78445285,1.5789057,1.8377427,1.7342079,1.7342079,87.3138832997988,120.2387884494799,153.163693599161,30.6555791534355,95.4533542976939,32.4370427687113,74.0,72.5,71.0,60.648,71.0,71.0,12.0,11.0,10.0,23.516,13.0,13.0,5.67,6.425,7.18,5.82,7.01,6.23
123,49.38,49.38,49.38,49.38,49.38,49.38,15.5,17.0,23.0,17.568,16.0,16.0,163.0,85.0,127.0,47.0,44.0,44.0,0.4130769230769235,165.9,162.5,162.0,0.303892307692308,0.303892307692308,1.81,1.48768545,2.8213233,1.8377427,1.7342079,1.7342079,37.8996459652108,283.222054706009,121.309680250503,63.230964940324,95.903,95.903,68.5,75.0,67.0,68.432,71.0,71.0,16.0,9.0,10.0,14.212,13.0,13.0,6.73,6.35,6.45,5.45,6.4,6.4
124,49.19,49.19,49.19,49.19,49.19,49.19,21.0,21.5,22.0,17.568,17.568,17.568,124.0,106.0,88.0,69.0,69.0,69.0,0.446666666666667,101.87333333333336,203.3,99.6,99.6,99.6,1.5528,1.9411665,2.329533,1.8377427,1.8377427,1.8377427,195.176252319109,149.2276356022985,103.279018885488,65.9408634377664,65.9408634377664,65.9408634377664,69.0,67.0,65.0,68.432,68.432,68.432,10.0,11.5,13.0,14.212,14.212,14.212,7.02,6.94,6.86,6.66,6.66,6.66
125,67.36,67.36,67.36,67.36,67.36,67.36,14.0,14.0,14.0,15.568,16.0,16.0,27.0,27.0,27.0,28.4,21.0,91.0,149.7,149.7,149.7,0.443333333333333,0.24,0.6989884615384615,2.1742308,2.1742308,2.1742308,1.8377427,1.7342079,1.7342079,91.2248912818389,91.2248912818389,91.2248912818389,101.829686978004,40.8816880180859,82.5391315355988,76.0,76.0,76.0,71.824,71.0,71.0,9.0,9.0,9.0,12.608,13.0,13.0,6.02,6.02,6.02,6.02,5.6,7.04
126,64.8,64.8,64.8,64.8,64.8,64.8,14.0,17.0,20.0,13.568,16.0,16.0,219.0,160.0,101.0,24.5,15.0,43.0,0.406666666666667,70.80333333333333,141.2,0.298974358974359,0.16974358974359,0.54,1.94,2.3159524,2.6919048,1.8377427,1.7342079,1.7342079,84.6384895945076,68.8697728568935,53.1010561192794,43.041414083486,34.751254180602,35.2522448015123,70.0,71.0,72.0,73.824,71.0,71.0,16.0,11.5,7.0,12.608,13.0,13.0,7.01,7.115,7.22,5.33,5.22,5.75
127,60.85,60.85,60.85,60.85,60.85,60.85,16.0,24.0,18.0,17.568,16.0,16.0,60.0,105.0,108.0,81.0,61.0,42.0,0.616923076923077,195.7,114.0,0.407435897435898,0.475897435897436,0.403076923076923,2.33,1.48768545,2.58837,2.4589515,1.7342079,1.7342079,129.647887323944,81.2068243667574,68.0782770759992,119.226168591449,39.9649339933993,9.5403066966798,74.0,60.0,70.0,72.22,71.0,71.0,10.0,16.0,11.0,10.212,13.0,13.0,5.52,6.67,7.45,7.14,6.59,6.08
128,88.64767441860465,99.9482558139535,111.24883720930234,95.82435597189696,93.3489461358314,91.6370023419204,16.0,15.0,14.0,17.568,16.0,16.0,49.0,58.0,67.0,31.0,108.0,75.0,0.437435897435897,85.81871794871795,171.2,0.283076923076923,0.482564102564103,0.513846153846154,2.41,2.3438828000000003,2.2777656,2.7695559,1.7342079,1.7342079,89.9597585513079,104.97321534290845,119.986672134509,60.9378195022961,49.7575995807128,12.3027031930334,74.0,73.5,73.0,70.22,71.0,71.0,10.0,11.0,12.0,12.212,13.0,13.0,5.04,5.575,6.11,6.25,7.37,7.25
129,62.57142857142857,62.57142857142857,62.57142857142857,62.57142857142857,62.57142857142857,62.57142857142857,19.0,23.024,40.0,28.0,16.0,16.0,77.0,45.0,34.0,36.5,39.0,51.0,0.238717948717949,344.5,209.3,104.81767564102564,0.335351282051282,0.668974358974359,1.11284,1.48768545,1.7342079,1.7342079,1.7342079,1.7342079,29.7756278303829,100.0,51.900582189975,39.9477910949875,27.995,72.8495242480049,72.0,58.416,44.0,57.5,71.0,71.0,9.0,18.56,16.0,14.5,13.0,13.0,6.67,6.15,6.12,6.335,6.55,6.63
130,94.22535211267606,94.22535211267606,94.22535211267606,94.22535211267606,94.22535211267606,94.22535211267606,17.0,19.024,20.0,18.0,16.0,16.0,77.0,146.0,122.0,108.5,95.0,79.0,0.210769230769231,232.1,219.4,109.87043461538462,0.340869230769231,0.826153846153846,1.294,1.48768545,1.7342079,1.7342079,1.7342079,1.7342079,28.4221902017291,72.0,43.7057534231369,36.29087671156845,28.876,62.4424493554328,72.0,60.416,63.0,67.0,71.0,71.0,11.0,20.56,17.0,15.0,13.0,13.0,6.67,7.28,7.29,6.965,6.64,7.0
131,83.77,99.95849056603774,99.95849056603774,99.95849056603774,99.95849056603774,99.95849056603774,17.846,17.784,17.676000000000002,17.568,16.0,16.0,37.0,36.0,33.0,30.0,23.0,38.0,0.467435897435898,158.5,79.50448717948719,0.508974358974359,0.303846153846154,0.481025641025641,1.84,1.48768545,1.662714075,1.8377427,1.7342079,1.7342079,59.2817070727309,50.0,98.564743103295,147.12948620659,28.1452155369819,44.084686441703,70.0,68.864,68.648,68.432,71.0,71.0,12.0,13.352,13.782,14.212,13.0,13.0,4.89,5.66,5.565,5.47,5.67,5.99
132,79.96,89.99130434782609,89.99130434782609,89.99130434782609,89.99130434782609,89.99130434782609,17.846,13.784,16.676000000000002,19.568,16.0,16.0,173.0,42.0,30.5,19.0,26.0,118.0,0.444615384615385,160.7,80.53589743589743,0.371794871794872,0.307692307692308,0.885384615384615,1.88924,1.48768545,1.7274233250000002,1.9671612,1.7342079,1.7342079,49.0,69.0,54.889704362208,40.779408724416,27.4574178048912,33.5363340726532,70.0,72.864,71.172,69.48,71.0,71.0,12.0,13.352,12.152,10.952,13.0,13.0,6.86,5.38,5.46,5.54,5.87,7.36
133,79.06,82.47058823529413,99.16722867490948,115.8638691145248,132.56050955414014,114.69639065817412,17.846,19.784,19.676,19.568,16.0,16.0,34.0,69.0,41.0,13.0,29.0,30.0,0.39,202.8,101.5873076923077,0.374615384615385,0.251538461538462,0.335641025641026,1.73396,1.48768545,1.5462374250000002,1.6047894,1.7342079,1.7342079,59.0,55.0,40.4134794293984,25.8269588587968,35.8435963845869,26.4225662390601,70.0,60.864,65.172,69.48,71.0,71.0,12.0,19.352,15.152,10.952,13.0,13.0,5.08,6.37,5.99,5.61,6.32,5.94
134,79.57,113.04,110.55610832497491,108.07221664994984,111.72918756268808,93.12136409227682,19.0,10.0,11.918,13.836,16.0,16.0,52.0,58.0,60.0,62.0,32.0,75.0,0.279028132992327,189.2,94.82487179487178,0.44974358974359,0.56025641025641,0.205384615384615,1.19048,1.48768545,1.662714075,1.8377427,1.7342079,1.7342079,20.9084163663345,133.480681074001,124.714043880336,115.947406686671,42.9004153372208,53.1282644094875,73.0,71.0,68.564,66.128,71.0,71.0,7.0,19.0,19.518,20.036,13.0,13.0,5.76,5.76,5.93,6.1,5.84,7.71
135,64.91,99.648,101.0031568627451,102.3583137254902,103.7134705882353,105.0686274509804,13.0,25.0,23.418,21.836,16.0,16.0,192.0,131.0,85.5,40.0,54.0,54.0,0.222762148337596,196.2,98.3098717948718,0.41974358974359,0.225641025641026,0.225641025641026,1.14,1.48768545,1.662714075,1.8377427,1.7342079,1.7342079,22.4307036247335,101.0,92.82022120976396,84.6404424195279,67.1048488664988,67.1048488664988,77.0,57.0,62.716,68.432,71.0,71.0,9.0,18.0,13.866,9.732,13.0,13.0,6.81,7.24,7.225,7.21,6.8,6.8
136,76.27,97.165625,106.02105010818252,114.87647521636504,98.88119590873328,105.84421715184892,20.0,12.0,14.784,17.568,16.0,16.0,196.0,39.0,43.0,47.0,110.0,47.0,0.314358974358974,235.4,117.9301282051282,0.46025641025641,0.423846153846154,0.552825641025641,1.75984,1.48768545,1.662714075,1.8377427,1.7342079,1.7342079,32.6572847682119,72.0,83.46112458277095,94.9222491655419,57.9541876574307,71.428,71.0,64.756,66.594,68.432,71.0,71.0,9.0,23.244,18.728,14.212,13.0,13.0,7.06,6.16,6.23,6.3,7.22,6.9
138,72.87,90.1191919191919,94.31908313908312,98.51897435897436,102.86153846153846,91.70256410256412,23.0,16.0,16.918,17.836,16.0,16.0,28.0,71.0,51.0,31.0,21.0,25.0,0.315856777493606,165.1,82.73717948717949,0.374358974358974,0.335384615384615,0.353846153846154,1.5528,1.48768545,1.662714075,1.8377427,1.7342079,1.7342079,113.618607954545,43.0582842174198,103.28692887495193,163.515573532484,62.71767822861,109.381720843063,64.0,67.0,64.564,62.128,71.0,71.0,13.0,17.0,18.518,20.036,13.0,13.0,5.7,6.42,6.1,5.78,5.6,6.1
139,82.99,82.99,82.99,82.99,82.99,82.99,19.0,14.0,15.0,17.568,16.0,16.0,53.0,61.0,65.0,41.0,42.0,42.0,0.614066496163683,277.6,187.8,147.2,0.367282051282051,0.367282051282051,1.5528,1.48768545,1.7342079,2.3813004,1.7342079,1.7342079,186.364612411424,27.0,260.488622511174,111.402805414265,184.171,184.171,67.0,67.0,73.0,68.432,71.0,71.0,14.0,19.0,12.0,14.212,13.0,13.0,6.2,6.32,6.13,6.46,6.91,6.91
140,29.677419354838708,29.677419354838708,29.677419354838708,29.677419354838708,29.677419354838708,29.677419354838708,15.0,10.0,14.0,17.568,16.0,16.0,52.0,51.0,57.0,29.0,73.0,73.0,0.635641025641026,240.9,223.4,343.7,0.652058974358974,0.652058974358974,1.42,1.48768545,1.8895101,1.8377427,1.7342079,1.7342079,21.9029773058505,163.354037267081,154.154967179067,65.8258466434297,134.95,134.95,71.0,74.0,75.0,68.432,71.0,71.0,14.0,15.0,12.0,14.212,13.0,13.0,5.73,6.14,5.85,6.34,6.29,6.29
141,59.02,59.02,59.02,59.02,59.02,59.02,14.0,13.5,13.0,17.568,16.0,16.0,74.0,60.0,46.0,22.0,41.0,32.0,0.981794871794872,153.39089743589744,305.8,0.242051282051282,0.538205128205128,0.437179487179487,1.81,1.77210395,1.7342079,1.8377427,1.7342079,1.7342079,49.3859114900528,54.97980666629945,60.5737018425461,45.152070506453,32.9889445107024,32.0607529105845,70.0,75.0,80.0,68.432,71.0,71.0,16.0,11.5,7.0,14.212,13.0,13.0,5.13,5.555,5.98,6.19,6.63,5.17
142,39.55,39.55,39.55,39.55,39.55,39.55,23.0,17.5,12.0,17.568,16.0,16.0,45.0,45.5,46.0,43.0,99.0,36.0,0.510512820512821,117.0552564102564,233.6,0.448974358974359,0.452435897435897,0.544615384615385,1.5528,1.7729224499999998,1.9930449,1.8377427,1.7342079,1.7342079,80.0365185636032,83.15953465600705,86.2825507484109,44.4465690062493,54.5175982449447,53.2001830543933,76.0,77.5,79.0,68.432,71.0,71.0,1.0,4.5,8.0,14.212,13.0,13.0,6.06,6.05,6.04,6.49,7.54,6.53
201,112.28070175438596,112.28070175438596,112.28070175438596,112.28070175438596,112.28070175438596,112.28070175438596,19.0,20.0,23.0,17.568,16.0,16.0,76.0,29.0,59.0,78.0,60.0,66.0,1.15076923076923,763.9,676.1,0.438717948717949,1.57824358974359,2.03102564102564,1.60456,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,64.2638973732438,62.0,34.0039304923459,76.1649595040991,39.399,59.392474567136,71.0,63.0,66.0,68.432,71.0,71.0,10.0,17.0,10.0,14.212,13.0,13.0,7.27,6.39,6.38,6.52,6.65,6.59
202,99.53,78.45291946308726,57.375838926174495,54.08916323731138,92.61179698216736,92.61179698216736,17.846,17.0,18.0,17.568,17.568,17.568,200.0,41.0,173.0,65.0,65.0,65.0,1.57282051282051,568.9,707.7,689.0,689.0,689.0,1.035348,1.48768545,1.9412775,1.8377427,1.8377427,1.8377427,113.247213779129,39.0567390413765,46.9450085843127,30.3499499789385,30.3499499789385,30.3499499789385,70.0,69.0,65.0,68.432,68.432,68.432,12.0,14.0,17.0,14.212,14.212,14.212,7.33,6.58,6.77,6.33,6.33,6.33
203,121.91919191919192,121.91919191919192,121.91919191919192,121.91919191919192,121.91919191919192,121.91919191919192,14.0,23.024,17.0,17.568,16.0,16.0,77.0,74.0,51.0,69.0,141.0,199.0,0.281282051282051,604.9,521.1,1.83165014437654,2.78148717948718,1.95948717948718,1.11284,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,59.5512556607657,46.0,53.4335635920358,69.1927410173333,125.949,83.3778969884794,76.0,62.416,75.0,68.432,71.0,71.0,9.0,14.56,8.0,14.212,13.0,13.0,6.67,6.64,6.3,6.84,7.3,7.1
204,124.76190476190476,124.76190476190476,124.76190476190476,124.76190476190476,124.76190476190476,124.76190476190476,14.36,19.024,11.0,17.568,16.0,16.0,121.0,46.0,79.0,109.0,91.0,91.0,1.50435897435897,663.2,400.2,1.57025641025641,1.64887948717949,1.64887948717949,1.44928,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,41.6820040899796,39.3956611570248,128.240552620886,67.3343528428714,43.3796208079268,43.3796208079268,66.72,64.272,79.0,68.432,71.0,71.0,18.92,16.704,10.0,14.212,13.0,13.0,6.76,6.21,6.26,7.22,6.91,6.91
205,125.64516129032258,125.64516129032258,125.64516129032258,125.64516129032258,125.64516129032258,125.64516129032258,16.36,17.024,17.0,17.568,16.0,16.0,47.0,53.0,58.0,127.0,132.0,69.0,1.52051282051282,635.3,560.2,0.497179487179487,0.545384615384615,1.7325641025641,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,102.188139059305,58.4142561983471,62.784437220642,44.1486911618652,48.7311526601861,48.9945210428081,66.72,68.272,73.0,68.432,71.0,71.0,16.92,14.704,10.0,14.212,13.0,13.0,6.28,6.22,6.4,7.53,7.1,6.7
206,105.35,97.38951612903226,89.42903225806452,76.14664586583463,94.55538221528862,94.55538221528862,15.0,21.0,20.0,17.568,16.0,16.0,34.0,41.0,71.0,50.0,72.0,72.0,1.16923076923077,624.9,542.3,745.0,1.17834615384615,1.17834615384615,1.5528,1.48768545,2.0189286,1.8377427,1.7342079,1.7342079,25.7524221809936,56.2787056367432,40.1613312755972,29.9998420021488,31.171,31.171,73.0,66.0,68.0,68.432,71.0,71.0,12.0,13.0,12.0,14.212,13.0,13.0,6.25,5.86,6.15,5.65,6.26,6.26
207,145.21958333333333,170.22916666666669,135.9,97.62701612903226,114.14112903225806,166.89156626506025,27.0,27.0,24.5,15.836,16.0,16.0,63.0,63.0,35.0,41.0,51.0,67.0,384.1,384.1,439.65,1.38564102564103,1.39205128205128,1.31589743589744,1.48768545,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,63.0,63.0,90.5988401242428,81.8500981639391,17.4110352264558,42.7299936988028,54.0,54.0,64.5,68.432,71.0,71.0,18.0,18.0,11.5,15.732,13.0,13.0,6.53,6.53,6.045,7.02,6.65,6.96
208,94.50450450450452,94.50450450450452,94.50450450450452,94.50450450450452,94.50450450450452,94.50450450450452,17.846,23.0,18.0,17.568,16.0,16.0,37.0,27.0,42.0,14.0,72.0,48.0,0.547692307692308,267.2,320.5,0.218974358974359,1.52923076923077,0.804102564102564,1.5528,1.48768545,1.7342079,1.7342079,1.7342079,1.7342079,58.6080016583748,39.7010128554733,53.823652616177,46.0604174141375,21.9268700150895,35.9642015321155,70.0,63.0,73.0,68.432,71.0,71.0,12.0,14.0,9.0,14.212,13.0,13.0,6.11,5.71,5.99,5.09,6.84,6.2
