,Area,Section,Field,Var,Cat,Age,Ha,T/Cane,TCH,TCHM,Month Cut,Year,Date Cut
,2,19,1912,N14,1,12.19,8.1,925.9919999999998,114.32,9.378178835110747,April,2013.0,21/04/2013
,2,19,1928,N14,4,11.99,14.7,1447.9499999999998,98.5,8.215179316096748,April,2013.0,24/04/2013
,2,19,1905,N14,10,11.96,11.9,1143.947,96.13,8.0376254180602,May,2013.0,03/05/2013
,2,19,1902,N14,7,11.7,18.6,1940.91,104.35,8.918803418803419,May,2013.0,22/05/2013
,2,19,1942,N14,11,12.65,13.4,1270.99,94.85,7.498023715415019,May,2013.0,31/05/2013
,2,19,1925,N14,6,12.49,11.8,1007.0120000000001,85.34,6.832666132906326,June,2013.0,03/06/2013
,2,19,1904,N14,7,11.83,19.2,2077.056,108.18,9.144547759932376,June,2013.0,04/06/2013
,2,19,1910,N14,12,11.47,22.7,2294.97,101.1,8.814298169136878,June,2013.0,11/06/2013
,2,19,1908,N14,8,12.65,16.3,1519.9750000000001,93.25,7.371541501976284,June,2013.0,13/06/2013
,2,19,1903,N14,7,12.09,19.3,2034.992,105.44,8.72125723738627,June,2013.0,14/06/2013
,2,19,1941,N14,1,12.45,24.5,2916.9700000000003,119.06,9.563052208835343,June,2013.0,20/06/2013
,2,19,1924,N14,6,12.45,18.8,1400.9759999999999,74.52,5.985542168674699,July,2013.0,03/07/2013
,2,19,1909,N14,12,12.36,9.7,717.9939999999999,74.02,5.988673139158576,July,2013.0,06/07/2013
,2,19,1911,N14,8,12.26,20,1355,67.75,5.5261011419249595,July,2013.0,11/07/2013
,2,19,1922,N14,P,12.85,12.8,1718.016,134.22,10.445136186770428,July,2013.0,26/07/2013
,2,19,1923,N14,P,14.39,13.1,1638.941,125.11,8.694232105628908,July,2013.0,28/07/2013
,2,19,1906,N14,10,14.92,12.5,1094,87.52,5.865951742627345,August ,2013.0,04/08/2013
,2,19,1907,N14,10,14.79,9.8,1007.0480000000001,102.76,6.947937795807979,August ,2013.0,05/08/2013
,2,19,1917,N14,6,12.78,20.3,1864.9610000000002,91.87,7.1885758998435065,August ,2013.0,06/08/2013
,2,19,1936,N14,4,12.88,23.2,2345.056,101.08,7.8478260869565215,August ,2013.0,19/08/2013
,2,19,1935,N14,5,12.62,13.1,1325.065,101.15,8.015055467511887,August ,2013.0,23/08/2013
,2,19,1945,N14,2,12.88,12.6,1314.054,104.29,8.097049689440993,September,2013.0,04/09/2013
,2,19,1944,N14,2,12.82,13.1,1461.043,111.53,8.6996879875195,September,2013.0,07/09/2013
,2,19,1943,N14,2,12.78,10.3,1206.9540000000002,117.18,9.169014084507044,September,2013.0,09/09/2013
,2,19,1921,N14,P,14.1,15,1657.95,110.53,7.839007092198582,September,2013.0,11/09/2013
,2,19,1938,N14,2,12.62,18.8,1954.0720000000001,103.94,8.236133122028527,September,2013.0,12/09/2013
,2,19,1939,N14,2,12.59,19.9,2259.048,113.52,9.016679904686258,September,2013.0,15/09/2013
,2,19,1933,N14,1,12.26,12.4,1253.02,101.05,8.242251223491028,October,2013.0,11/10/2013
,2,19,1927,N14,4,13.18,24.3,2587.9500000000003,106.5,8.0804248861912,October,2013.0,14/10/2013
,2,19,1930,N14,12,11.96,5.7,503.02500000000003,88.25,7.37876254180602,October,2013.0,16/10/2013
,2,19,1940,N14,1,12.85,13.3,1534.953,115.41,8.981322957198444,October,2013.0,18/10/2013
,2,19,1916,N14,6,11.57,13.7,721.99,52.7,4.554883318928263,October,2013.0,20/10/2013
,2,19,1915,N14,6,11.44,13.4,704.974,52.61,4.598776223776224,November,2013.0,04/11/2013
,2,19,1934,N14,1,13.34,13.3,1364.979,102.63,7.693403298350824,November,2013.0,06/11/2013
,2,19,1914,N14,6,11.37,13.6,696.048,51.18,4.5013192612137205,November,2013.0,13/11/2013
,2,19,1929,N14,12,12.72,11.5,889.985,77.39,6.084119496855346,November,2013.0,13/11/2013
,2,19,1918,N14,9,11.67,15.8,1197.008,75.76,6.491859468723223,November,2013.0,15/11/2013
,2,19,1919,N14,11,11.37,21.4,1569.904,73.36,6.452066842568162,November,2013.0,17/11/2013
,2,19,1931,N14,6,11.17,12.1,503.965,41.65,3.7287376902417186,November,2013.0,17/11/2013
,2,19,1937,N14,10,13.28,12,1182,98.5,7.417168674698796,November,2013.0,18/11/2013
,2,19,1932,N14,12,14.06,11.7,1168.011,99.83,7.100284495021337,November,2013.0,20/11/2013
,2,19,1926,N14,12,13.8,23.3,1925.978,82.66,5.989855072463768,November,2013.0,23/11/2013
,2,26,2638,N14,P,13.93,14.2,1688.9479999999999,118.94,8.53840631730079,April,2013.0,10/04/2013
,2,26,2602,N14,1,12.22,10.8,1194.048,110.56,9.047463175122749,April,2013.0,11/04/2013
,2,26,2639,N14,P,14.1,14.5,1851.07,127.66,9.053900709219858,April,2013.0,20/04/2013
,2,26,2621,N14,2,11.99,6,687,114.5,9.549624687239366,April,2013.0,30/04/2013
,2,26,2601,N14,1,13.14,9.5,1252.955,131.89,10.037290715372906,May,2013.0,18/05/2013
,2,26,2606,N14,2,12.68,15.1,1495.9569999999999,99.07,7.813091482649842,May,2013.0,26/05/2013
,2,26,2605,N14,2,12.75,10.9,1277.044,117.16,9.189019607843138,June,2013.0,08/06/2013
,2,26,2627,N14,P,14.85,6.8,838.9839999999999,123.38,8.308417508417508,June,2013.0,15/06/2013
,2,26,2626,N14,P,15.15,6.7,883.998,131.94,8.708910891089108,June,2013.0,21/06/2013
,2,26,2623,N14,2,13.14,8.3,929.0190000000001,111.93,8.518264840182649,June,2013.0,27/06/2013
,2,26,2632,N14,6,11.6,6.1,383.995,62.95,5.426724137931035,July,2013.0,03/07/2013
,2,26,2622,N14,2,14.36,6.2,643.994,103.87,7.233286908077995,July,2013.0,05/07/2013
,2,26,2604,N14,4,13.08,6,670.02,111.67,8.537461773700306,July,2013.0,11/07/2013
,2,26,2603,N14,4,13.08,5,629,125.8,9.617737003058103,July,2013.0,15/07/2013
,2,26,2629,N14,5,13.08,6.8,528.972,77.79,5.947247706422019,July,2013.0,18/07/2013
,2,26,2628,N14,4,13.14,6.8,559.9799999999999,82.35,6.267123287671232,July,2013.0,23/07/2013
,2,26,2612,N14,6,13.18,5.4,449.01000000000005,83.15,6.308801213960547,July,2013.0,27/07/2013
,2,26,2611,N14,6,13.18,6.7,585.982,87.46,6.635811836115326,July,2013.0,29/07/2013
,2,26,2620,N14,P,14.82,6.1,813.0079999999999,133.28,8.993252361673415,August ,2013.0,03/08/2013
,2,26,2619,N14,P,15.12,6.2,844.006,136.13,9.003306878306878,August ,2013.0,08/08/2013
,2,26,2640,N14,2,13.6,14.6,1487.01,101.85,7.4889705882352935,August ,2013.0,15/08/2013
,2,26,2641,N14,2,13.57,14,1216.04,86.86,6.400884303610907,August ,2013.0,24/08/2013
,2,26,2614,N14,5,13.37,8.7,948.9959999999999,109.08,8.158563949139866,September,2013.0,02/09/2013
,2,26,2613,N14,5,13.41,8.8,808.9840000000002,91.93,6.855331841909024,September,2013.0,06/09/2013
,2,26,2624,N14,6,13.31,13.9,1237.934,89.06,6.691209616829451,September,2013.0,17/09/2013
,2,26,2634,N14,6,13.37,6,490.98,81.83,6.12041884816754,September,2013.0,26/09/2013
,2,26,2635,N14,7,13.47,6.3,539.973,85.71,6.3630289532293975,October,2013.0,02/10/2013
,2,26,2630,N14,4,13.37,14.5,1426.945,98.41,7.3605086013462975,October,2013.0,21/10/2013
,2,26,2610,N14,1,12.22,10.7,1151.962,107.66,8.810147299509001,October,2013.0,30/10/2013
,2,26,2609,N14,1,12.09,16.6,1643.0680000000002,98.98,8.186931348221671,November,2013.0,02/11/2013
,2,26,2625,N14,6,15.25,11.5,924.025,80.35,5.268852459016393,November,2013.0,09/11/2013
,2,26,2642,N14,1,13.18,15.4,1288.056,83.64,6.345978755690441,November,2013.0,09/11/2013
,2,26,2643,N14,1,13.11,15.5,1226.05,79.1,6.033562166285278,November,2013.0,15/11/2013
,2,26,2607,N14,3,11.27,7.7,695.0020000000001,90.26,8.008873114463178,November,2013.0,17/11/2013
,2,26,2618,N14,3,13.97,14.2,1259.966,88.73,6.351467430207587,November,2013.0,18/11/2013
,2,26,2617,N14,3,13.97,14.1,1259.9759999999999,89.36,6.396564065855404,November,2013.0,25/11/2013
,2,26,2616,N14,3,12.55,14.8,1088.984,73.58,5.862948207171314,November,2013.0,26/11/2013
,2,26,2615,N14,3,12.22,14.8,1025.0480000000002,69.26,5.667757774140753,November,2013.0,29/11/2013
,2,26,2608,N14,3,12.13,6.6,640.992,97.12,8.006595218466611,December,2013.0,06/12/2013
,2,26,2631,N14,4,15.31,14.6,1348.018,92.33,6.030698889614631,December,2013.0,10/12/2013
,3,61,6117,N14,2,9.6,10.6,1057.9859999999999,99.81,10.396875000000001,April,2013.0,08/04/2013
,3,61,6126,N14,2,11.76,10.8,840.0240000000001,77.78,6.613945578231292,April,2013.0,13/04/2013
,3,61,6114,N14,4,7.33,14.4,1549.008,107.57,14.675306957708049,April,2013.0,16/04/2013
,3,61,6121,N14,4,11.3,14.9,1509.9660000000001,101.34,8.968141592920354,April,2013.0,22/04/2013
,3,61,6122,N14,4,12.32,15.1,1582.0269999999998,104.77,8.50405844155844,April,2013.0,23/04/2013
,3,61,6105,N14,1,11.7,12.9,1606.05,124.5,10.641025641025642,May,2013.0,06/05/2013
,3,61,6131,N14,5,8.41,14.4,1372.0320000000002,95.28,11.329369797859691,May,2013.0,11/05/2013
,3,61,6106,N14,1,11.7,13.6,1719.04,126.4,10.803418803418804,May,2013.0,12/05/2013
,3,61,6107,N14,P,15.02,11.5,1746.965,151.91,10.113848202396804,June,2013.0,20/06/2013
,3,61,6108,N14,P,15.02,5.9,903.998,153.22,10.201065246338215,June,2013.0,24/06/2013
,3,61,6118,N14,2,13.8,10.8,1022.004,94.63,6.857246376811593,August ,2013.0,15/08/2013
,3,61,6135,N14,6,13.47,15.4,1434.9720000000002,93.18,6.917594654788419,August ,2013.0,18/08/2013
,3,61,6136,N14,6,13.47,14.9,1501.026,100.74,7.478841870824053,August ,2013.0,22/08/2013
,3,61,6137,N14,6,8.54,4.9,497.00700000000006,101.43,11.877049180327871,August ,2013.0,24/08/2013
,3,61,6138,N14,6,13.01,18.6,1878.972,101.02,7.764796310530361,August ,2013.0,29/08/2013
,3,61,6139,N14,6,13.01,13.3,1291.031,97.07,7.461183704842428,August ,2013.0,29/08/2013
,3,61,6132,N14,2,15.64,12.9,662.028,51.32,3.281329923273657,October,2013.0,11/10/2013
,3,61,6129,N14,5,14.29,14.4,1394.064,96.81,6.774667599720084,October,2013.0,27/10/2013
,3,61,6101,N14,2,10.55,13.6,1224.9519999999998,90.07,8.537440758293839,October,2013.0,28/10/2013
,3,61,6130,N14,5,14.2,15.3,1367.055,89.35,6.29225352112676,October,2013.0,29/10/2013
,3,61,6102,N14,2,12.09,14.3,1289.0020000000002,90.14,7.4557485525227465,November,2013.0,01/11/2013
,3,61,6133,N14,5,14.13,14.7,1177.0289999999998,80.07,5.666666666666666,November,2013.0,01/11/2013
,3,61,6103,N14,5,11.8,15.2,1502.0639999999999,98.82,8.37457627118644,November,2013.0,05/11/2013
,3,61,6127,N14,6,12.29,14.4,1127.952,78.33,6.373474369406021,November,2013.0,05/11/2013
,3,61,6104,N14,5,12.55,14.3,1221.9350000000002,85.45,6.808764940239044,November,2013.0,09/11/2013
,3,61,6109,N14,3,18.17,14.6,1567.018,107.33,5.906989543203081,November,2013.0,13/11/2013
,3,61,6110,N14,3,14.16,14.8,1584.932,107.09,7.562853107344633,November,2013.0,16/11/2013
,3,61,6119,N14,1,14,14.7,1568.049,106.67,7.619285714285715,November,2013.0,20/11/2013
,3,61,6120,N14,1,17.51,14.9,1509.9660000000001,101.34,5.787549971444888,November,2013.0,25/11/2013
,3,61,6128,N14,6,13.18,14.9,1192,80.0,6.0698027314112295,December,2013.0,06/12/2013
,3,61,6140,N14,6,16.5,9.8,991.956,101.22,6.134545454545455,December,2013.0,09/12/2013
,3,62,6225,N14,P,13.28,7.4,1000.9980000000002,135.27,10.185993975903616,May,2013.0,01/05/2013
,3,62,6227,N14,P,13.97,15.4,1961.96,127.4,9.119541875447387,May,2013.0,13/05/2013
,3,62,6233,N14,P,14.03,8.9,1262.0200000000002,141.8,10.106913756236636,May,2013.0,20/05/2013
,3,62,6228,N14,P,14.03,9.6,1056,110.0,7.840342124019958,May,2013.0,22/05/2013
,3,62,6229,N14,P,14.26,7.1,815.009,114.79,8.049789621318373,May,2013.0,29/05/2013
,3,62,6226,N14,P,14.43,11.1,1489.9529999999997,134.23,9.302148302148302,June,2013.0,05/06/2013
,3,62,6203,N14,1,14,6.5,699.985,107.69,7.692142857142857,June,2013.0,08/06/2013
,3,62,6202,N14,1,10.81,9.7,1193.973,123.09,11.386679000925069,July,2013.0,08/07/2013
,3,62,6236,N14,5,13.51,15.6,1272.9599999999998,81.6,6.039970392301998,July,2013.0,13/07/2013
,3,62,6237,N14,5,10.35,17.5,1839.95,105.14,10.158454106280194,July,2013.0,18/07/2013
,3,62,6234,N14,5,13.28,7.8,743.028,95.26,7.173192771084338,July,2013.0,23/07/2013
,3,62,6235,N14,6,13.37,16,1699.04,106.19,7.942408376963351,July,2013.0,25/07/2013
,3,62,6206,N14,6,11.93,7.2,739.008,102.64,8.6035205364627,July,2013.0,26/07/2013
,3,62,6205,N14,6,11.8,7.1,732.0099999999999,103.1,8.73728813559322,July,2013.0,27/07/2013
,3,62,6232,N14,1,14.16,11.5,1424.045,123.83,8.745056497175142,July,2013.0,28/07/2013
,3,62,6204,N14,1,11.96,6.4,812.032,126.88,10.608695652173912,August ,2013.0,03/08/2013
,3,62,6201,N14,1,12.78,9.7,1046.048,107.84,8.438184663536777,September,2013.0,08/09/2013
,3,62,6213,N14,6,16.04,14.7,1082.949,73.67,4.592892768079801,September,2013.0,12/09/2013
,3,62,6230,N14,5,12.91,22,1613.04,73.32,5.679318357862122,October,2013.0,18/10/2013
,3,62,6208,N14,2,12.42,15.4,1191.96,77.4,6.231884057971015,November,2013.0,28/11/2013
,3,62,6207,N14,6,12.13,15.6,977.028,62.63,5.163231657048639,November,2013.0,30/11/2013
,3,62,6214,N14,6,12.91,14.6,1084.05,74.25,5.75135553834237,December,2013.0,07/12/2013
,3,62,6231,N14,2,17.68,7,709.0300000000001,101.29,5.729072398190046,December,2013.0,08/12/2013
,3,63,6313,N14,P,13.67,14.9,1993.024,133.76,9.784930504754938,April,2013.0,10/04/2013
,3,63,6314,N14,P,13.87,15.7,2119.971,135.03,9.735400144196108,April,2013.0,19/04/2013
,3,63,6308,N14,4,11.04,15.2,1058.984,69.67,6.310688405797102,April,2013.0,26/04/2013
,3,63,6312,N14,1,8.97,15.1,1420.0040000000001,94.04,10.483835005574136,May,2013.0,10/05/2013
,3,63,6342,N14,P,14.29,14.7,2207.9399999999996,150.2,10.510846745976208,May,2013.0,12/05/2013
,3,63,6341,N14,P,14.56,14.5,2076.98,143.24,9.837912087912088,May,2013.0,16/05/2013
,3,63,6332,N14,P,14.1,17.6,2166.9120000000003,123.12,8.731914893617022,May,2013.0,25/05/2013
,3,63,6307,N14,4,12.55,15.4,1108.9540000000002,72.01,5.737848605577689,June,2013.0,05/06/2013
,3,63,6323,N14,2,13.47,15.1,1680.9319999999998,111.32,8.26429101707498,June,2013.0,07/06/2013
,3,63,6331,N14,P,14.43,15.8,2284.0480000000002,144.56,10.018018018018019,June,2013.0,09/06/2013
,3,63,6325,N14,1,9.46,12.5,1437,114.96,12.152219873150104,June,2013.0,19/06/2013
,3,63,6326,N14,1,14.43,12.5,1612,128.96,8.936936936936938,June,2013.0,29/06/2013
,3,63,6303,N14,4,12.85,7.4,675.99,91.35,7.108949416342412,July,2013.0,18/07/2013
,3,63,6324,N14,2,15.41,16.3,1802.943,110.61,7.17780661907852,July,2013.0,18/07/2013
,3,63,6304,N14,4,12.82,5.6,667.016,119.11,9.290951638065522,July,2013.0,19/07/2013
,3,63,6305,N14,7,12.85,14.9,1461.988,98.12,7.63579766536965,July,2013.0,22/07/2013
,3,63,6306,N14,7,12.98,15,1540.05,102.67,7.909861325115562,July,2013.0,29/07/2013
,3,63,6319,N14,2,11.01,14.7,1736.07,118.1,10.72661217075386,August ,2013.0,08/08/2013
,3,63,6320,N14,2,12.91,14.9,1592.959,106.91,8.281177381874516,August ,2013.0,14/08/2013
,3,63,6345,N14,1,14.29,15.5,1476.9950000000001,95.29,6.668299510146957,August ,2013.0,19/08/2013
,3,63,6346,N14,1,14.23,15.5,1436.075,92.65,6.510892480674631,August ,2013.0,24/08/2013
,3,63,6321,N14,6,15.12,6.3,516.978,82.06,5.427248677248678,September,2013.0,02/09/2013
,3,63,6322,N14,6,15.05,6.4,523.008,81.72,5.429900332225913,September,2013.0,02/09/2013
,3,63,6329,N14,7,14.98,6.2,463.0160000000001,74.68,4.985313751668892,September,2013.0,02/09/2013
,3,63,6330,N14,7,14.98,6.4,476.992,74.53,4.975300400534046,September,2013.0,02/09/2013
,3,63,6337,N14,2,11.47,14.9,1317.011,88.39,7.70619006102877,September,2013.0,03/09/2013
,3,63,6343,N14,2,13.37,14.7,1533.945,104.35,7.804786836200448,September,2013.0,05/09/2013
,3,63,6344,N14,2,13.31,14.8,1914.972,129.39,9.721262208865513,September,2013.0,11/09/2013
,3,63,6339,N14,3,12.36,11,1180.96,107.36,8.686084142394822,September,2013.0,17/09/2013
,3,63,6340,N14,3,12.13,12.4,1009.98,81.45,6.7147568013190435,September,2013.0,17/09/2013
,3,63,6311,N14,1,11.99,14.7,1552.0259999999998,105.58,8.805671392827357,September,2013.0,28/09/2013
,3,63,6338,N14,2,12.52,9.9,980.9910000000001,99.09,7.914536741214058,October,2013.0,10/10/2013
,3,63,6336,N14,3,14.06,12.5,1500,120.0,8.534850640113797,October,2013.0,12/10/2013
,3,63,6309,N14,4,12.82,6.6,433.02599999999995,65.61,5.117784711388455,November,2013.0,13/11/2013
,3,63,6310,N14,4,12.75,6.7,456.002,68.06,5.338039215686274,November,2013.0,15/11/2013
,3,63,6327,N14,5,14.92,15.1,1362.9260000000002,90.26,6.049597855227883,November,2013.0,18/11/2013
,3,63,6328,N14,5,13.93,14.6,1379.992,94.52,6.785355348169419,November,2013.0,27/11/2013
,3,63,6335,N14,3,15.71,15,1551,103.4,6.581795035009548,December,2013.0,06/12/2013
,3,64,6419,N14,1,11.9,11.6,1253.9599999999998,108.1,9.084033613445378,April,2013.0,07/04/2013
,3,64,6431,N14,P,14.1,6.3,725.004,115.08,8.161702127659575,April,2013.0,10/04/2013
,3,64,6432,N14,P,14.1,6.3,660.996,104.92,7.44113475177305,April,2013.0,13/04/2013
,3,64,6436,N14,5,11.9,14,1169.98,83.57,7.022689075630251,April,2013.0,24/04/2013
,3,64,6435,N14,5,12.29,12.3,988.0590000000001,80.33,6.536208299430432,April,2013.0,29/04/2013
,3,64,6437,N14,5,11.99,14.7,1237.005,84.15,7.018348623853211,May,2013.0,05/05/2013
,3,64,6438,N14,5,11.99,15,1203,80.2,6.6889074228523775,May,2013.0,10/05/2013
,3,64,6439,N14,1,12.06,6.7,558.9810000000001,83.43,6.917910447761194,May,2013.0,16/05/2013
,3,64,6440,N14,1,12.06,6.7,615.998,91.94,7.623548922056385,May,2013.0,20/05/2013
,3,64,6421,N14,5,12.03,14.8,1154.9920000000002,78.04,6.487115544472154,May,2013.0,23/05/2013
,3,64,6422,N14,5,12.03,15,1342.05,89.47,7.437240232751455,May,2013.0,29/05/2013
,3,64,6401,N14,8,12.06,14.8,958.0040000000001,64.73,5.367330016583748,June,2013.0,05/06/2013
,3,64,6403,N14,8,11.93,6.9,472.029,68.41,5.734283319362951,June,2013.0,10/06/2013
,3,64,6409,N14,8,12.16,14.9,1103.047,74.03,6.087993421052632,June,2013.0,20/06/2013
,3,64,6410,N14,8,12.16,15.1,1020.0049999999999,67.55,5.555098684210526,June,2013.0,26/06/2013
,3,64,6411,N14,8,12.26,7,563.99,80.57,6.571778140293637,July,2013.0,04/07/2013
,3,64,6412,N14,8,12.36,2.6,247.988,95.38,7.716828478964401,July,2013.0,08/07/2013
,3,64,6442,N14,7,12.09,12.9,900.033,69.77,5.770885028949545,July,2013.0,08/07/2013
,3,64,6413,N14,1,11.17,16.8,1583.064,94.23,8.435989256938228,July,2013.0,09/07/2013
,3,64,6443,N14,5,11.96,15,1270.05,84.67,7.07943143812709,July,2013.0,09/07/2013
,3,64,6447,N14,P,14.1,6.5,655.98,100.92,7.157446808510638,July,2013.0,10/07/2013
,3,64,6444,N14,5,12.03,15.4,1355.97,88.05,7.319201995012469,July,2013.0,17/07/2013
,3,64,6448,N14,P,14.52,6.5,676.975,104.15,7.172865013774105,July,2013.0,27/07/2013
,3,64,6415,N14,1,12.06,14.9,1459.008,97.92,8.119402985074627,August ,2013.0,13/08/2013
,3,64,6414,N14,1,13.01,13,1382.94,106.38,8.176787086856264,August ,2013.0,27/08/2013
,3,64,6423,N14,2,12.62,6.3,652.995,103.65,8.213153724247228,September,2013.0,13/09/2013
,3,64,6424,N14,2,12.62,6.4,558.016,87.19,6.908874801901743,September,2013.0,16/09/2013
,3,64,6420,N14,2,11.8,15.4,1227.9959999999999,79.74,6.757627118644067,September,2013.0,19/09/2013
,3,64,6407,N14,6,13.28,14.9,1027.951,68.99,5.195030120481928,October,2013.0,08/10/2013
,3,64,6408,N14,6,13.28,15.1,949.9409999999999,62.91,4.737198795180723,October,2013.0,15/10/2013
,3,64,6445,N14,7,12.16,14.8,831.02,56.15,4.6175986842105265,October,2013.0,17/10/2013
,3,64,6446,N14,7,12.03,15,750,50.0,4.156275976724855,October,2013.0,21/10/2013
,3,64,6416,N14,1,14.85,15.1,1545.9379999999999,102.38,6.894276094276094,November,2013.0,13/11/2013
,3,64,6417,N14,5,12.32,15.9,1129.0590000000002,71.01,5.763798701298701,November,2013.0,13/11/2013
,3,64,6418,N14,4,15.28,12.5,1046,83.68,5.476439790575917,November,2013.0,19/11/2013
,3,64,6425,N14,3,12.22,16.1,852.9780000000001,52.98,4.3355155482815055,November,2013.0,22/11/2013
,3,64,6426,N14,3,12.22,12.9,1009.9410000000001,78.29,6.4067103109656305,November,2013.0,29/11/2013
,3,64,6433,N14,3,12.19,15,876,58.4,4.790812141099262,December,2013.0,03/12/2013
,3,64,6434,N14,3,12.16,12.7,633.984,49.92,4.105263157894737,December,2013.0,07/12/2013
,3,65,6541,N14,6,7.33,20,1842,92.1,12.564802182810368,April,2013.0,09/04/2013
,3,65,6502,N14,2,11.8,12.4,872.9600000000002,70.4,5.966101694915254,April,2013.0,14/04/2013
,3,65,6504,N14,2,11.76,12.8,1017.984,79.53,6.762755102040817,April,2013.0,17/04/2013
,3,65,6548,N14,2,4.63,19.9,1562.946,78.54,16.963282937365012,April,2013.0,24/04/2013
,3,65,6522,N14,1,11.86,12.8,872.96,68.2,5.750421585160203,April,2013.0,29/04/2013
,3,65,6523,N14,1,11.4,12.6,1032.948,81.98,7.1912280701754385,April,2013.0,29/04/2013
,3,65,6506,N14,4,10.25,13.1,931.0169999999999,71.07,6.933658536585365,May,2013.0,06/05/2013
,3,65,6507,N14,5,10.29,12.5,1133,90.64,8.808551992225462,May,2013.0,06/05/2013
,3,65,6535,N14,10,11.76,10.1,1008.99,99.9,8.494897959183675,May,2013.0,14/05/2013
,3,65,6534,N14,10,11.76,15.1,1574.9299999999998,104.3,8.869047619047619,May,2013.0,18/05/2013
,3,65,6532,N14,10,11.76,6.7,673.015,100.45,8.541666666666668,May,2013.0,24/05/2013
,3,65,6533,N14,10,13.7,9.2,802.976,87.28,6.37080291970803,May,2013.0,28/05/2013
,3,65,6509,N14,5,14.2,11.5,1050.985,91.39,6.435915492957747,June,2013.0,13/06/2013
,3,65,6510,N14,5,9.36,9.9,667.953,67.47,7.208333333333334,June,2013.0,19/06/2013
,3,65,6515,N14,2,6.47,12.8,929.024,72.58,11.217928902627511,June,2013.0,22/06/2013
,3,65,6516,N14,2,11.34,12.8,985.984,77.03,6.792768959435627,June,2013.0,27/06/2013
,3,65,6513,N14,1,11.27,12.8,1424,111.25,9.87133984028394,July,2013.0,03/07/2013
,3,65,6542,N14,P,10.98,13.9,1388.054,99.86,9.09471766848816,July,2013.0,10/07/2013
,3,65,6512,N14,P,17.58,12.8,1341.9520000000002,104.84,5.963594994311719,July,2013.0,25/07/2013
,3,65,6518,N14,1,12.09,12.8,1364.9920000000002,106.64,8.820512820512821,August ,2013.0,01/08/2013
,3,65,6537,N14,6,10.98,15,1366.05,91.07,8.294171220400727,August ,2013.0,08/08/2013
,3,65,6538,N14,6,11.99,14.7,1473.9689999999998,100.27,8.3628023352794,August ,2013.0,15/08/2013
,3,65,6539,N14,6,12.16,12.2,1092.022,89.51,7.361019736842105,August ,2013.0,23/08/2013
,3,65,6540,N14,6,12.19,8,843.04,105.38,8.6447908121411,August ,2013.0,28/08/2013
,3,65,6517,N14,2,10.25,3.4,328.984,96.76,9.440000000000001,September,2013.0,17/09/2013
,3,65,6530,N14,2,12.19,8.2,844.026,102.93,8.44380639868745,September,2013.0,21/09/2013
,3,65,6529,N14,2,12.16,11.3,1218.027,107.79,8.864309210526317,September,2013.0,25/09/2013
,3,65,6543,N14,P,11.5,9.3,902.0070000000001,96.99,8.43391304347826,October,2013.0,03/10/2013
,3,65,6531,N14,12,14,5.8,559.99,96.55,6.896428571428571,October,2013.0,05/10/2013
,3,65,6544,N14,P,11.93,9.9,682.0110000000001,68.89,5.7745180217937975,October,2013.0,15/10/2013
,3,65,6528,N14,1,12.29,15.7,1672.992,106.56,8.67046379170057,October,2013.0,19/10/2013
,3,65,6527,N14,1,12.09,19.2,1905.984,99.27,8.21091811414392,October,2013.0,26/10/2013
,3,65,6526,N14,8,13.14,23.9,2469.109,103.31,7.8622526636225265,November,2013.0,04/11/2013
,3,65,6536,N14,10,13.01,6.6,746.988,113.18,8.69946195234435,November,2013.0,05/11/2013
,3,65,6514,N14,1,15.38,12.8,1192.064,93.13,6.055266579973992,November,2013.0,07/11/2013
,3,65,6525,N14,8,12.36,17.1,1686.06,98.6,7.977346278317152,November,2013.0,13/11/2013
,3,65,6520,N14,5,11.86,14,854.98,61.07,5.149241146711636,November,2013.0,20/11/2013
,3,65,6524,N14,8,12.95,9.4,808.964,86.06,6.645559845559846,November,2013.0,24/11/2013
,3,65,6508,N14,1,12.36,8.6,914.0079999999999,106.28,8.598705501618124,November,2013.0,27/11/2013
,3,65,6519,N14,2,12.13,3.2,180.99200000000002,56.56,4.662819455894477,November,2013.0,27/11/2013
,3,65,6501,N14,2,14.98,12,839.04,69.92,4.6675567423230975,December,2013.0,04/12/2013
,3,66,6602,N14,6,6.31,22.6,2241.016,99.16,15.71473851030111,April,2013.0,09/04/2013
,3,66,6610,N14,1,11.73,12.1,1299.056,107.36,9.152600170502984,April,2013.0,16/04/2013
,3,66,6605,N14,1,9.63,13.8,1469.0100000000002,106.45,11.053997923156802,April,2013.0,24/04/2013
,3,66,6622,N14,6,11.8,23,2168.9,94.3,7.991525423728813,April,2013.0,30/04/2013
,3,66,6625,N14,6,10.29,16,1295.04,80.94,7.865889212827989,May,2013.0,06/05/2013
,3,66,6624,N14,6,11.99,14.8,1215.968,82.16,6.852376980817348,May,2013.0,07/05/2013
,3,66,6623,N14,6,11.07,18,1769.94,98.33,8.88256549232159,May,2013.0,16/05/2013
,3,66,6626,N14,6,10.78,17.6,1604.9440000000002,91.19,8.459183673469388,May,2013.0,27/05/2013
,3,66,6609,N14,P,10.02,11.1,998.001,89.91,8.97305389221557,June,2013.0,11/06/2013
,3,66,6627,N14,6,11.14,20.6,1829.8980000000001,88.83,7.973967684021543,June,2013.0,18/06/2013
