,Area,Section,Field,Var,Cat,Age,Ha,T/Cane,TCH,TCHM,Month Cut,Year,Date Cut
,1,1,0112,N14,2,11.96,14.1,1131.948,80.28,6.712374581939799,November,2000.0,22/11/2000
,3,65,6542,N14,6,11.96,13.9,1803.942,129.78,10.851170568561873,May,2000.0,29/05/2000
,1,2,0241,N14,P,11.99,12.3,1213.026,98.62,8.225187656380317,September,2000.0,20/09/2000
,2,9,0934,N14,5,12.03,11.8,1272.04,107.8,8.960931005818786,March,2000.0,05/03/2000
,3,65,6507,N14,7,12.03,12.8,1378.048,107.66,8.949293433083957,October,2000.0,05/10/2000
,2,9,0907,N14,2,12.03,15.9,2304.069,144.91,12.045719035743973,July,2000.0,17/07/2000
,3,64,6432,N14,5,12.06,6.3,689.0310000000001,109.37,9.068822553897181,June,2000.0,05/06/2000
,3,64,6431,N14,5,12.06,6.3,626.0310000000001,99.37,8.239635157545605,June,2000.0,07/06/2000
,1,1,0104,N14,1,12.06,9.2,1267.024,137.72,11.419568822553897,July,2000.0,18/07/2000
,1,1,0111,N14,5,12.09,22.6,2629.058,116.33,9.62200165425972,July,2000.0,04/07/2000
,2,10,1023,N14,6,12.13,11.2,1493.9679999999998,133.39,10.996702390766693,June,2000.0,16/06/2000
,1,7,0737,N14,1,12.13,6.2,652.9839999999999,105.32,8.682605111294311,September,2000.0,25/09/2000
,1,7,0743,N14,1,12.13,13.8,1480.0500000000002,107.25,8.841714756801318,August,2000.0,28/08/2000
,1,6,0604,N14,P,12.22,10.6,1230.9779999999998,116.13,9.503273322422258,August,2000.0,24/08/2000
,4,52,5226,N14,2,12.26,10.2,1467.9839999999997,143.92,11.738988580750407,August,2000.0,27/08/2000
,1,6,0648,N14,P,12.29,16.8,1471.008,87.56,7.124491456468674,November,2000.0,04/11/2000
,3,62,6202,N14,P,12.29,9.7,695.9749999999999,71.75,5.838079739625712,October,2000.0,17/10/2000
,4,51,5103,N14,3,12.32,8.7,946.0379999999999,108.74,8.8262987012987,September,2000.0,18/09/2000
,1,1,0119,N14,2,12.32,14.9,1288.999,86.51,7.021915584415584,October,2000.0,30/10/2000
,2,10,1020,N14,6,12.36,21.3,2993.9280000000003,140.56,11.372168284789645,May,2000.0,06/05/2000
,4,51,5105,N14,4,12.36,16.9,1564.9399999999998,92.6,7.491909385113268,September,2000.0,24/09/2000
,1,2,0227,N14,1,12.42,15.8,2573.978,162.91,13.116747181964573,July,2000.0,20/07/2000
,2,11,1107,N14,1,12.42,14.9,2146.9410000000003,144.09,11.601449275362318,August,2000.0,25/08/2000
,1,2,0240,N14,P,12.52,12.3,1443.036,117.32,9.370607028753993,September,2000.0,02/09/2000
,4,52,5219,N14,2,12.52,12.5,1884,150.72,12.038338658146966,June,2000.0,24/06/2000
,3,66,6627,N14,6,12.59,22.6,2827.938,125.13,9.938840349483717,April,2000.0,22/04/2000
,4,52,5220,N14,2,12.62,12.5,1889.9999999999998,151.2,11.980982567353408,June,2000.0,16/06/2000
,1,1,0120,N14,2,12.62,15,1890,126.0,9.984152139461173,June,2000.0,20/06/2000
,2,10,1010,N14,5,12.65,13.7,1511.932,110.36,8.724110671936758,September,2000.0,04/09/2000
,2,10,1007,N14,5,12.65,17.8,2236.926,125.67,9.934387351778655,July,2000.0,17/07/2000
,4,52,5245,N14,2,12.65,7.2,1003.032,139.31,11.012648221343873,August,2000.0,23/08/2000
,1,8,0823,N14,P,12.65,9.8,725.0040000000001,73.98,5.848221343873518,November,2000.0,30/11/2000
,2,10,1001,N14,5,12.68,16,1839.04,114.94,9.064668769716087,August,2000.0,16/08/2000
,1,7,0707,N14,3,12.72,13.5,1487.97,110.22,8.665094339622641,April,2000.0,20/04/2000
,1,7,0709,N14,3,12.78,13.6,1173.9519999999998,86.32,6.754303599374022,August,2000.0,12/08/2000
,1,2,0238,N14,P,12.78,8,1063.04,132.88,10.397496087636933,August,2000.0,16/08/2000
,2,19,1945,N14,1,12.78,13.5,1742.9850000000001,129.11,10.102503912363069,June,2000.0,30/06/2000
,3,64,6419,N14,5,12.88,11.4,1323.996,116.14,9.017080745341614,August,2000.0,19/08/2000
,3,61,6120,N14,1,12.88,14.9,1973.0579999999998,132.42,10.281055900621116,May,2000.0,20/05/2000
,3,63,6331,N14,P,12.88,15.8,1148.028,72.66,5.641304347826086,September,2000.0,21/10/2000
,2,11,1113,N14,5,12.91,15.5,1529.075,98.65,7.641363284275756,October,2000.0,18/10/2000
,3,65,6503,N14,8,12.95,7.7,663.971,86.23,6.65868725868726,October,2000.0,13/10/2000
,4,52,5221,N14,2,12.95,12.5,2052,164.16,12.676447876447877,June,2000.0,21/06/2000
,2,19,1938,N14,3,12.98,13.1,844.033,64.43,4.963790446841295,July,2000.0,10/07/2000
,1,22,2223,N14,P,12.98,10.3,952.956,92.52,7.12788906009245,September,2000.0,14/09/2000
,2,18,1803,N14,5,12.98,23.8,2616.096,109.92,8.468412942989215,August,2000.0,17/08/2000
,1,6,0630,N14,P,13.01,12.3,1184.9820000000002,96.34,7.405073020753267,December,2000.0,09/12/2000
,2,9,0912,N14,P,13.08,7,728,104.0,7.951070336391437,September,2000.0,15/09/2000
,4,52,5239,N14,2,13.11,13,1867.97,143.69,10.960335621662853,August,2000.0,08/08/2000
,2,9,0914,N14,1,13.11,8.4,1019.004,121.31,9.253241800152557,September,2000.0,13/09/2000
,2,9,0932,N14,P,13.11,10.3,1330.039,129.13,9.849733028222731,August,2000.0,16/08/2000
,1,8,0802,N14,5,13.11,7.6,905.0079999999999,119.08,9.083142639206713,September,2000.0,21/10/2000
,3,64,6430,N14,5,13.11,14.6,1653.012,113.22,8.636155606407323,June,2000.0,29/06/2000
,4,52,5238,N14,2,13.14,17,2494.92,146.76,11.168949771689496,August,2000.0,04/08/2000
,3,62,6201,N14,P,13.21,9.7,675.9929999999999,69.69,5.27554882664648,October,2000.0,20/10/2000
,4,52,5237,N14,2,13.24,7.2,1004.9760000000001,139.58,10.542296072507554,August,2000.0,03/08/2000
,3,64,6428,N14,5,13.31,15.9,1824.048,114.72,8.6190833959429,June,2000.0,26/06/2000
,1,7,0708,N14,P,13.34,13.8,1039.968,75.36,5.649175412293853,November,2000.0,16/11/2000
,4,52,5240,N14,2,13.34,9.9,1423.026,143.74,10.775112443778111,August,2000.0,21/08/2000
,4,51,5126,N14,4,13.37,13.6,1510.9599999999998,111.1,8.30964846671653,July,2000.0,19/07/2000
,3,65,6504,N14,P,13.44,12.8,909.9520000000001,71.09,5.289434523809525,November,2000.0,11/11/2000
,2,10,1021,N14,P,13.47,9.9,1673.0010000000002,168.99,12.545657015590201,July,2000.0,04/07/2000
,2,9,0926,N14,P,13.51,9.6,1166.9759999999999,121.56,8.99777942264989,August,2000.0,22/08/2000
,2,10,1004,N14,P,13.57,6.6,792,120.0,8.843036109064112,August,2000.0,24/08/2000
,1,1,0128,N14,6,13.67,8.3,1081.9880000000003,130.36,9.536210680321874,July,2000.0,14/07/2000
,1,24,2424,N14,5,13.7,13,2192.97,168.69,12.313138686131387,April,2000.0,25/04/2000
,3,65,6514,N14,P,13.74,12.8,990.9760000000001,77.42,5.6346433770014555,November,2000.0,15/11/2000
,1,1,0117,N14,P,13.77,14.1,1744.029,123.69,8.982570806100219,September,2000.0,22/09/2000
,1,4,0429,N14,6,14,10.7,656.9799999999999,61.4,4.385714285714285,July,2000.0,10/07/2000
,2,19,1934,N14,P,14.03,13.3,830.053,62.41,4.448325017818959,December,2000.0,11/12/2000
,1,2,0224,N14,P,14.06,7.6,1058.984,139.34,9.910384068278805,September,2000.0,20/09/2000
,3,61,6105,N14,2,14.1,12.9,1174.029,91.01,6.454609929078015,September,2000.0,10/09/2000
,4,51,5102,N14,4,14.26,8.8,984.9840000000002,111.93,7.849228611500702,September,2000.0,15/09/2000
,2,9,0938,N14,2,14.39,8.7,1122.039,128.97,8.962473940236276,August,2000.0,19/08/2000
,1,6,0605,N14,P,14.49,6.9,933.9840000000002,135.36,9.3416149068323,August,2000.0,22/08/2000
,3,65,6509,N14,9,14.52,11,989.01,89.91,6.1921487603305785,October,2000.0,24/10/2000
,3,66,6625,N14,6,14.75,15.1,1257.075,83.25,5.6440677966101696,November,2000.0,11/11/2000
,2,26,2641,N14,3,14.75,14.1,760.977,53.97,3.6589830508474575,July,2000.0,19/07/2000
,2,19,1939,N14,3,14.98,19.9,1892.0919999999999,95.08,6.34712950600801,December,2000.0,09/12/2000
,1,22,2230,N14,P,15.05,5.1,776.016,152.16,10.11029900332226,December,2000.0,09/12/2000
,2,20,2001,N14,P,15.15,14.5,2321.015,160.07,10.565676567656764,March,2000.0,04/03/2000
,3,65,6538,N14,P,15.25,15,1036.9499999999998,69.13,4.53311475409836,November,2000.0,17/11/2000
,2,19,1942,N14,4,15.51,14.9,1683.998,113.02,7.286911669890393,August,2000.0,04/08/2000
,3,63,6333,N14,P,15.58,12.5,679,54.32,3.4865211810012835,November,2000.0,27/11/2000
,4,51,5152,N14,3,15.67,11.8,1152.978,97.71,6.235481812380344,September,2000.0,29/09/2000
,3,66,6622,N14,6,15.77,22.5,2859.975,127.11,8.060240963855422,September,2000.0,05/09/2000
,1,2,0239,N14,P,16.13,10.3,2130.967,206.89,12.826410415375078,April,2000.0,03/04/2000
,1,4,0419,N14,5,16.23,11,1297.01,117.91,7.264941466420209,May,2000.0,13/05/2000
,1,4,0426,N14,6,16.3,7,702.0300000000001,100.29,6.152760736196319,June,2000.0,17/06/2000
,1,2,0228,N14,P,16.33,16.9,1911.052,113.08,6.924678505817514,August,2000.0,18/08/2000
,2,9,0928,N14,1,16.36,17,2952.05,173.65,10.614303178484109,June,2000.0,19/06/2000
,1,6,0603,N14,P,16.36,8.3,658.0240000000001,79.28,4.84596577017115,September,2000.0,21/10/2000
,1,3,0319,N14,P,16.46,14,1750.98,125.07,7.598420413122721,September,2000.0,02/09/2000
,1,8,0814,N14,1,16.5,2.7,569.9970000000001,211.11,12.794545454545455,May,2000.0,21/05/2000
,2,10,1019,N14,6,16.53,11.8,1713.0059999999999,145.17,8.782214156079853,September,2000.0,05/09/2000
,2,9,0915,N14,P,16.59,17.7,3838.0679999999998,216.84,13.070524412296564,April,2000.0,04/04/2000
,2,10,1003,N14,2,16.63,22.8,2738.964,120.13,7.223692122669874,August,2000.0,26/08/2000
,1,2,0213,N14,P,16.69,14,3151.96,225.14,13.489514679448769,April,2000.0,14/04/2000
,2,10,1005,N14,P,16.76,8.7,1031.994,118.62,7.077565632458233,August,2000.0,22/08/2000
,3,65,6524,N14,8,17.05,10.3,1100.967,106.89,6.269208211143694,September,2000.0,08/09/2000
,1,6,0632,N14,P,17.05,6.7,673.015,100.45,5.891495601173021,November,2000.0,09/11/2000
,2,15,1513,N14,6,17.25,11.6,1630.0320000000002,140.52,8.14608695652174,September,2000.0,13/09/2000
,3,66,6619,N14,6,17.55,10.8,810.9720000000001,75.09,4.2786324786324785,September,2000.0,25/09/2000
,4,51,5151,N14,3,17.65,7.7,715.022,92.86,5.261189801699717,September,2000.0,28/09/2000
,3,61,6101,N14,1,17.71,13.6,1448.944,106.54,6.015810276679842,August,2000.0,29/08/2000
,1,6,0654,N14,P,18.17,8.7,1367.031,157.13,8.647771051183268,July,2000.0,13/07/2000
,2,10,1026,N14,P,18.3,13.2,1330.956,100.83,5.50983606557377,September,2000.0,16/09/2000
,3,62,6207,N14,4,18.37,15.6,1805.0759999999998,115.71,6.298856831790963,November,2000.0,05/11/2000
,2,18,1837,N14,6,20.21,10.8,516.024,47.78,2.364176150420584,November,2000.0,15/11/2000
,3,63,6332,N14,P,21.46,17.6,1267.0240000000001,71.99,3.3546132339235784,October,2000.0,24/10/2000
,3,65,6529,N14,1,22.44,11.3,1026.04,90.8,4.046345811051693,November,2000.0,24/11/2000
,1,22,2228,NCo376,6,10.02,23.8,2128.9100000000003,89.45,8.927145708582835,September,2000.0,08/09/2000
,2,19,1931,NCo376,P,10.02,12.7,551.053,43.39,4.330339321357286,June,2000.0,11/06/2000
,2,9,0903,NCo376,6,10.02,8.4,311.976,37.14,3.7065868263473054,June,2000.0,12/06/2000
,4,51,5116,NCo376,3,10.02,16.1,1803.039,111.99,11.176646706586826,August,2000.0,28/08/2000
,1,2,0211,NCo376,6,10.19,12.5,1564,125.12,12.278704612365065,July,2000.0,14/07/2000
,3,65,6541,NCo376,1,10.38,21.3,2482.089,116.53,11.226396917148362,August,2000.0,19/08/2000
,1,1,0134,NCo376,6,10.45,8.5,880.005,103.53,9.907177033492824,August,2000.0,10/08/2000
,1,6,0618,NCo376,7,10.45,10,940,94.0,8.995215311004785,July,2000.0,22/07/2000
,1,4,0438,NCo376,5,10.52,9.5,889.01,93.58,8.895437262357415,June,2000.0,08/07/2000
,3,63,6324,NCo376,6,10.52,14.8,1473.932,99.59,9.466730038022815,June,2000.0,08/07/2000
,1,22,2214,NCo376,6,10.55,4.5,531,118.0,11.184834123222748,April,2000.0,21/04/2000
,4,51,5134,NCo376,3,10.58,15.2,1832.968,120.59,11.397920604914933,June,2000.0,07/06/2000
,3,61,6121,NCo376,1,10.58,14.4,1681.056,116.74,11.034026465028354,April,2000.0,21/04/2000
,1,6,0635,NCo376,1,10.61,18.7,1941.995,103.85,9.787935909519321,July,2000.0,18/07/2000
,4,51,5164,NCo376,3,10.65,10.1,1136.048,112.48,10.561502347417841,September,2000.0,10/09/2000
,1,4,0409,NCo376,3,10.65,6.3,617.0219999999999,97.94,9.196244131455398,July,2000.0,19/07/2000
,2,26,2616,NCo376,6,10.68,14.8,1214.932,82.09,7.686329588014982,June,2000.0,27/06/2000
,2,20,2015,NCo376,1,10.68,29.9,1930.9419999999998,64.58,6.046816479400749,October,2000.0,31/10/2000
,1,24,2417,NCo376,3,10.71,5.4,792.018,146.67,13.694677871148457,April,2000.0,07/04/2000
,2,15,1515,NCo376,6,10.71,8.6,723.002,84.07,7.849673202614378,October,2000.0,28/10/2000
,1,22,2209,NCo376,6,10.75,9.6,705.024,73.44,6.831627906976744,July,2000.0,15/07/2000
,3,61,6129,NCo376,5,10.75,14.3,1431.001,100.07,9.308837209302325,August,2000.0,21/08/2000
,2,20,2007,NCo376,3,10.78,8.5,745.0250000000001,87.65,8.130797773654917,July,2000.0,10/07/2000
,1,6,0628,NCo376,1,10.78,8.2,954.9719999999999,116.46,10.803339517625233,July,2000.0,29/07/2000
,1,6,0650,NCo376,1,10.81,13.8,1679.046,121.67,11.25531914893617,August,2000.0,15/08/2000
,1,2,0232,NCo376,6,10.81,13,1844.9599999999998,141.92,13.128584643848287,April,2000.0,29/04/2000
,1,6,0627,NCo376,1,10.84,14.4,1578.96,109.65,10.115313653136532,August,2000.0,04/08/2000
,3,65,6546,NCo376,6,10.84,10.4,1092,105.0,9.686346863468636,June,2000.0,07/06/2000
,2,26,2630,NCo376,P,10.84,14.5,1715.93,118.34,10.916974169741698,June,2000.0,09/06/2000
,1,6,0615,NCo376,2,10.84,5,459,91.8,8.468634686346864,October,2000.0,11/10/2000
,1,1,0110,NCo376,6,10.84,16.3,1682.9750000000001,103.25,9.52490774907749,May,2000.0,12/05/2000
,2,18,1848,NCo376,1,10.84,22.9,2676.0939999999996,116.86,10.780442804428045,June,2000.0,23/06/2000
,1,6,0614,NCo376,6,10.91,9.4,1126.9660000000001,119.89,10.989000916590284,June,2000.0,06/07/2000
,3,66,6603,NCo376,7,10.91,21.6,1221.048,56.53,5.181484876260312,October,2000.0,14/10/2000
,1,6,0609,NCo376,6,10.91,12.7,1430.0199999999998,112.6,10.320806599450044,June,2000.0,29/06/2000
,1,6,0647,NCo376,2,10.94,12.6,819,65.0,5.941499085923218,October,2000.0,16/10/2000
,1,7,0725,NCo376,3,11.01,14.2,947.9920000000001,66.76,6.063578564940963,October,2000.0,02/10/2000
,2,19,1908,NCo376,6,11.01,17,1435.99,84.47,7.67211625794732,August,2000.0,06/08/2000
,3,63,6323,NCo376,7,11.04,13.4,1419.998,105.97,9.598731884057973,February,2000.0,07/02/2001
,1,6,0651,NCo376,6,11.04,17,1993.93,117.29,10.624094202898553,June,2000.0,14/06/2000
,4,52,5213,NCo376,2,11.04,16.2,1735.992,107.16,9.706521739130435,October,2000.0,27/10/2000
,2,19,1907,NCo376,2,11.04,9.8,780.962,79.69,7.218297101449275,September,2000.0,28/09/2000
,3,63,6313,NCo376,P,11.07,14.9,2045.025,137.25,12.398373983739837,April,2000.0,03/04/2000
,1,6,0649,NCo376,1,11.07,12.6,1510.992,119.92,10.832881662149955,August,2000.0,09/08/2000
,1,6,0657,NCo376,6,11.07,19.9,2587,130.0,11.743450767841011,June,2000.0,21/06/2000
,2,9,0925,NCo376,1,11.07,14,1624,116.0,10.47877145438121,September,2000.0,23/09/2000
,1,6,0643,NCo376,6,11.11,12.4,1488.992,120.08,10.80828082808281,May,2000.0,25/05/2000
,4,52,5280,NCo376,P,11.14,5.5,406.01,73.82,6.626570915619388,November,2000.0,18/11/2000
,2,26,2631,NCo376,P,11.17,14.6,2127.95,145.75,13.048343777976724,June,2000.0,05/06/2000
,1,8,0832,NCo376,6,11.17,9.8,907.9700000000001,92.65,8.294538943598926,August,2000.0,25/08/2000
,2,15,1541,NCo376,6,11.21,11.5,823.055,71.57,6.3844781445138254,November,2000.0,15/11/2000
,2,26,2629,NCo376,6,11.21,6.2,556.0160000000001,89.68,8,August,2000.0,23/08/2000
,1,8,0833,NCo376,6,11.21,7.5,587.025,78.27,6.982158786797501,August,2000.0,28/08/2000
,1,6,0642,NCo376,6,11.27,10.8,1022.004,94.63,8.396628216503993,September,2000.0,04/09/2000
,1,2,0246,NCo376,6,11.27,13.5,1879.065,139.19,12.350488021295474,May,2000.0,08/05/2000
,1,6,0640,NCo376,5,11.27,13.6,2014.9759999999999,148.16,13.146406388642413,May,2000.0,11/05/2000
,1,8,0845,NCo376,3,11.3,13.8,1440.996,104.42,9.24070796460177,June,2000.0,08/07/2000
,4,52,5256,NCo376,2,11.3,7.3,677.002,92.74,8.207079646017698,October,2000.0,17/10/2000
,1,1,0114,NCo376,6,11.34,4.7,578.993,123.19,10.86331569664903,April,2000.0,15/04/2000
,3,61,6128,NCo376,5,11.34,15,1437,95.8,8.447971781305114,July,2000.0,19/07/2000
,3,62,6237,NCo376,2,11.34,18.1,1169.9840000000002,64.64,5.700176366843033,November,2000.0,20/11/2000
,4,52,5208,NCo376,2,11.34,5.6,743.008,132.68,11.700176366843035,April,2000.0,24/04/2000
,4,52,5209,NCo376,2,11.34,18,2833.0199999999995,157.39,13.879188712522044,April,2000.0,25/04/2000
,1,4,0437,NCo376,5,11.34,7.2,688.968,95.69,8.438271604938272,July,2000.0,29/07/2000
,3,64,6440,NCo376,5,11.37,6.4,316.03200000000004,49.38,4.3430079155672825,November,2000.0,03/11/2000
,1,2,0225,NCo376,6,11.37,20.2,2543.988,125.94,11.076517150395778,June,2000.0,16/06/2000
,2,9,0937,NCo376,6,11.4,6,700.02,116.67,10.23421052631579,June,2000.0,01/06/2000
,1,6,0644,NCo376,6,11.44,13,1126.97,86.69,7.577797202797203,October,2000.0,04/10/2000
,4,52,5269,NCo376,2,11.44,9.9,932.976,94.24,8.237762237762238,November,2000.0,04/11/2000
,1,6,0646,NCo376,7,11.44,11.9,1018.997,85.63,7.48513986013986,October,2000.0,08/10/2000
,3,63,6327,NCo376,6,11.44,14.5,1099.97,75.86,6.631118881118882,August,2000.0,24/08/2000
,1,4,0431,NCo376,6,11.44,8.3,1078.0040000000001,129.88,11.353146853146853,June,2000.0,26/06/2000
,1,1,0135,NCo376,6,11.47,7.3,731.0219999999999,100.14,8.730601569311247,August,2000.0,14/08/2000
,1,22,2217,NCo376,6,11.47,20.8,2550.08,122.6,10.688753269398429,July,2000.0,20/07/2000
,3,65,6530,NCo376,1,11.47,8.2,614.016,74.88,6.528334786399302,October,2000.0,30/10/2000
,2,18,1844,NCo376,3,11.5,9.8,958.0480000000001,97.76,8.500869565217391,August,2000.0,09/08/2000
,1,6,0658,NCo376,1,11.5,11.1,1633.032,147.12,12.79304347826087,April,2000.0,27/04/2000
,1,1,0101,NCo376,3,11.53,22.4,1944.096,86.79,7.527320034692108,September,2000.0,05/09/2000
,1,1,0122,NCo376,6,11.53,9.3,968.0370000000001,104.09,9.027753686036428,April,2000.0,17/04/2000
,1,7,0730,NCo376,3,11.53,11.1,438.006,39.46,3.422376409366869,November,2000.0,23/11/2000
,1,6,0656,NCo376,7,11.57,23.8,1558.9,65.5,5.6611927398444255,November,2000.0,14/11/2000
,4,51,5185,NCo376,3,11.57,15,1461,97.4,8.418323249783924,October,2000.0,30/10/2000
,4,52,5270,NCo376,2,11.6,8.5,655.01,77.06,6.643103448275863,November,2000.0,09/11/2000
,3,63,6326,NCo376,6,11.6,12.6,1250.0459999999998,99.21,8.552586206896551,June,2000.0,20/06/2000
,4,51,5132,NCo376,3,11.6,7.8,975,125.0,10.775862068965518,June,2000.0,23/06/2000
,1,8,0801,NCo376,1,11.63,24.7,3011.9179999999997,121.94,10.484952708512466,September,2000.0,11/09/2000
,1,23,2317,NCo376,3,11.63,15,1764,117.6,10.111779879621666,April,2000.0,14/04/2000
,2,18,1824,NCo376,6,11.67,12.5,673,53.84,4.613538988860326,November,2000.0,11/11/2000
,1,6,0629,NCo376,5,11.67,12.3,1628.0280000000002,132.36,11.34190231362468,April,2000.0,17/04/2000
,1,7,0702,NCo376,3,11.67,13.4,1363.986,101.79,8.722365038560412,April,2000.0,22/04/2000
,1,6,0610,NCo376,5,11.67,9.2,1051.0079999999998,114.24,9.789203084832904,April,2000.0,25/04/2000
,1,25,2524,NCo376,5,11.67,14.5,1255.99,86.62,7.422450728363325,September,2000.0,27/09/2000
,4,52,5203,NCo376,2,11.7,4,559,139.75,11.944444444444445,April,2000.0,13/04/2000
,3,61,6116,NCo376,2,11.7,14.9,784.038,52.62,4.4974358974358974,November,2000.0,14/11/2000
,3,63,6328,NCo376,6,11.73,15,1008,67.2,5.728900255754476,September,2000.0,04/09/2000
,4,52,5223,NCo376,2,11.73,12.5,1169,93.52,7.972719522591644,June,2000.0,12/06/2000
,2,11,1116,NCo376,6,11.73,15.4,2125.0460000000003,137.99,11.76385336743393,June,2000.0,14/06/2000
,3,63,6325,NCo376,6,11.73,12.5,1193,95.44,8.136402387041773,June,2000.0,17/06/2000
,1,7,0701,NCo376,3,11.73,13.8,1424.022,103.19,8.797101449275361,April,2000.0,26/04/2000
,1,24,2419,NCo376,3,11.73,14.9,1348.003,90.47,7.712702472293265,September,2000.0,29/09/2000
,3,63,6321,NCo376,6,11.76,6.3,382.977,60.79,5.16921768707483,September,2000.0,09/09/2000
,1,6,0659,NCo376,1,11.76,13.3,1688.967,126.99,10.798469387755102,May,2000.0,10/05/2000
,1,7,0712,NCo376,3,11.76,5.9,481.02700000000004,81.53,6.932823129251701,August,2000.0,10/08/2000
,3,66,6604,NCo376,1,11.76,18.6,1981.0860000000002,106.51,9.056972789115648,August,2000.0,18/08/2000
,4,51,5165,NCo376,3,11.76,13.2,1248.06,94.55,8.039965986394558,September,2000.0,21/10/2000
,1,4,0422,NCo376,1,11.76,5.9,344.02900000000005,58.31,4.958333333333334,November,2000.0,21/11/2000
,2,11,1122,NCo376,7,11.76,10,701,70.1,5.960884353741497,November,2000.0,21/11/2000
,1,6,0631,NCo376,5,11.8,13,1640.99,126.23,10.697457627118643,April,2000.0,09/04/2000
,3,63,6301,NCo376,1,11.8,14.3,847.99,59.3,5.025423728813559,November,2000.0,22/11/2000
,2,15,1535,NCo376,1,11.8,11.6,1849.9679999999998,159.48,13.515254237288135,May,2000.0,29/05/2000
,1,1,0109,NCo376,1,11.8,20.8,2171.104,104.38,8.845762711864406,August,2000.0,31/08/2000
,1,2,0231,NCo376,7,11.83,6.6,566.016,85.76,7.249366018596788,October,2000.0,19/10/2000
,3,65,6539,NCo376,6,11.83,12.9,1674.9360000000001,129.84,10.97548605240913,April,2000.0,22/04/2000
,4,52,5267,NCo376,2,11.86,18.4,1603.9279999999999,87.17,7.34991568296796,November,2000.0,13/11/2000
,2,19,1902,NCo376,6,11.86,19.4,1260.03,64.95,5.476391231028669,November,2000.0,20/11/2000
,2,19,1903,NCo376,6,11.86,20.1,1134.0420000000001,56.42,4.757166947723441,November,2000.0,24/11/2000
,2,10,1013,NCo376,6,11.9,12.4,688.9440000000001,55.56,4.66890756302521,December,2000.0,06/12/2000
,3,63,6316,NCo376,6,11.9,13.7,1332.051,97.23,8.170588235294117,June,2000.0,07/06/2000
,1,7,0713,NCo376,P,11.9,13.9,920.0409999999999,66.19,5.56218487394958,December,2000.0,09/12/2000
,4,51,5146,NCo376,3,11.9,6.5,676.975,104.15,8.752100840336135,August,2000.0,18/08/2000
,3,64,6420,NCo376,2,11.9,15.6,1382.0040000000001,88.59,7.444537815126051,August,2000.0,22/08/2000
,3,64,6441,NCo376,1,11.9,14.4,1243.008,86.32,7.253781512605041,September,2000.0,23/09/2000
,1,22,2222,NCo376,1,11.9,21.3,2314.032,108.64,9.129411764705882,August,2000.0,24/08/2000
,3,63,6318,NCo376,6,11.93,12.6,1173.942,93.17,7.809723386420789,June,2000.0,14/06/2000
,2,9,0945,NCo376,6,11.96,11.3,666.022,58.94,4.9280936454849495,November,2000.0,12/11/2000
,2,11,1112,NCo376,6,11.96,12.8,1970.048,153.91,12.868729096989965,April,2000.0,13/04/2000
,3,65,6519,NCo376,1,11.96,3.2,199.008,62.19,5.199832775919732,November,2000.0,17/11/2000
,2,10,1016,NCo376,6,11.96,14,722.96,51.64,4.317725752508361,November,2000.0,24/11/2000
,2,19,1919,NCo376,6,11.96,22,1305.04,59.32,4.959866220735786,October,2000.0,25/10/2000
,3,64,6442,NCo376,1,11.96,12.9,1004.0070000000001,77.83,6.507525083612039,September,2000.0,28/09/2000
,2,26,2603,NCo376,6,11.99,5,695,139.0,11.592994161801501,April,2000.0,14/04/2000
,3,63,6303,NCo376,2,11.99,7.4,401.00600000000003,54.19,4.519599666388657,November,2000.0,21/11/2000
,3,63,6304,NCo376,2,11.99,5.6,313.99199999999996,56.07,4.676396997497915,November,2000.0,22/11/2000
,1,1,0102,NCo376,7,11.99,21.8,1670.098,76.61,6.389491242702252,September,2000.0,27/09/2000
,3,63,6315,NCo376,6,12.03,11.6,1180.996,101.81,8.463009143807149,May,2000.0,06/05/2000
,3,66,6612,NCo376,6,12.03,12.9,1578.057,122.33,10.168744804655029,April,2000.0,19/04/2000
,3,62,6215,NCo376,6,12.06,14.5,1444.055,99.59,8.25787728026534,August,2000.0,08/08/2000
,2,10,1012,NCo376,5,12.06,6.9,716.979,103.91,8.61608623548922,April,2000.0,10/04/2000
,3,63,6335,NCo376,6,12.06,14.8,1088.984,73.58,6.101160862354892,September,2000.0,14/09/2000
,3,66,6624,NCo376,6,12.06,13.5,1009.9350000000001,74.81,6.203150912106136,September,2000.0,18/09/2000
,2,11,1111,NCo376,6,12.06,15.2,2328.944,153.22,12.704809286898838,April,2000.0,19/04/2000
,1,7,0731,NCo376,3,12.06,5,317,63.4,5.257048092868988,November,2000.0,21/11/2000
,3,62,6234,NCo376,1,12.09,7.9,803.0350000000001,101.65,8.407775020678248,September,2000.0,22/09/2000
,2,10,1024,NCo376,6,12.13,14.1,1854.009,131.49,10.840065952184666,June,2000.0,21/06/2000
,2,9,0933,NCo376,5,12.13,13.2,1580.04,119.7,9.868095630667765,April,2000.0,27/04/2000
,1,2,0204,NCo376,6,12.16,11.6,771.0519999999999,66.47,5.466282894736842,November,2000.0,03/11/2000
,2,10,1002,NCo376,6,12.16,20.3,3049.06,150.2,12.351973684210526,April,2000.0,18/04/2000
,4,51,5133,NCo376,3,12.16,15.9,1831.998,115.22,9.475328947368421,June,2000.0,26/06/2000
